"","GO0043565_sequence_specific_DNA_binding"
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.529217702795532
"Q6XR72_IDR_419_485",0.470782297204468
"Q6XYB7_IDR_142_198",0.524656889091465
"Q6XYB7_IDR_1_90",0.475343110908535
"Q6XYQ8_IDR_140_228",0.556259994384507
"Q6XYQ8_IDR_86_131",0.443740005615493
"Q6XZF7_IDR_1350_1512",0.374160372004194
"Q6XZF7_IDR_209_242",0.323134375945185
"Q6XZF7_IDR_302_779",0.302705252050621
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.522447295058861
"Q6ZMI0_IDR_702_734",0.174494107442485
"Q6ZMI0_IDR_737_780",0.19322490180678
"Q9NPE2_IDR_1_60",0.497814640737411
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.312737757843722
"Q9NPF5_IDR_258_311",0.284328115186341
"Q9NPF5_IDR_396_467",0.402934126969936
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.421603193073686
"Q9NPG3_IDR_578_1134",0.578396806926314
"Q9NPG4_IDR_1124_1184",0.441310124886306
"Q9NPG4_IDR_785_1113",0.558689875113694
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.294919102776155
"Q9NPI1_IDR_35_132",0.357610861077829
"Q9NPI1_IDR_481_520",0.347470036146016
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.530061414053385
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.521555961932497
"Q9NQ34_IDR_1_36",0.478444038067503
"Q9NQ35_IDR_1_40",0.486889058226442
"Q9NQ35_IDR_43_103",0.513110941773558
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.486353810932074
"Q9NQ48_IDR_170_209",0.513646189067926
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.174713964136958
"Q9NQ66_IDR_1172_1216",0.202576825687116
"Q9NQ66_IDR_465_547",0.226589671790576
"Q9NQ66_IDR_817_1035",0.39611953838535
"Q9NQ69_IDR_197_275",0.364706724049655
"Q9NQ69_IDR_320_397",0.329182630986969
"Q9NQ69_IDR_32_66",0.306110644963376
"Q9NQ75_IDR_76_432",0.504266470984715
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.403177703105513
"Q9NQL9_IDR_287_336",0.351252172911443
"Q9NQL9_IDR_397_472",0.245570123983044
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.559024713927332
"Q9NQR7_IDR_121_581",0.440975286072668
"Q9NQS1_IDR_1_113",0.5578505129354
"Q9NQS1_IDR_205_347",0.4421494870646
"Q9NQS3_IDR_1_50",0.241083626129468
"Q9NQS3_IDR_359_408",0.262423507632517
"Q9NQS3_IDR_429_530",0.496492866238016
"Q9NQW6_IDR_889_924",0.453976061568819
"Q9NQW8_IDR_1_183",0.515847701421975
"Q9NQW8_IDR_685_779",0.484152298578025
"Q9NQX0_IDR_1_165",0.364881406910139
"Q9NQX0_IDR_379_468",0.635118593089861
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.59634217659752
"Q9NQX4_IDR_1227_1357",0.40365782340248
"Q9NQX5_IDR_107_282",0.585315326983347
"Q9NQX5_IDR_1_101",0.414684673016653
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.556882360734265
"Q9NQZ2_IDR_330_479",0.443117639265735
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.515967023601018
"Q9NQZ6_IDR_58_110",0.484032976398982
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.410148629556916
"Q9NR81_IDR_470_526",0.589851370443084
"Q9NR82_IDR_1_88",0.207142464405875
"Q9NR82_IDR_401_619",0.247154727286767
"Q9NR82_IDR_633_863",0.320869378020164
"Q9NR82_IDR_874_932",0.224833430287194
"Q9NR83_IDR_1_203",0.320649949437802
"Q9NR83_IDR_205_362",0.679350050562198
"Q9NR99_IDR_1646_1717",0.327840690312159
"Q9NR99_IDR_700_771",0.255850604730954
"Q9NR99_IDR_807_1634",0.416308704956887
"Q9NRA0_IDR_1_46",0.327144104333874
"Q9NRA0_IDR_384_419",0.357108654804967
"Q9NRA0_IDR_476_512",0.315747240861159
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.348546188137271
"Q9NRC6_IDR_3490_3540",0.304413240756963
"Q9NRC6_IDR_3642_3674",0.347040571105766
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.378257585172966
"Q9NRF2_IDR_628_752",0.348944817996198
"Q9NRF2_IDR_96_283",0.272797596830836
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.445929133790264
"Q9NRH1_IDR_135_196",0.554070866209736
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.386120975310199
"Q9NRI5_IDR_618_854",0.613879024689801
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.20250878117157
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.300992207739614
"Q9NRR4_IDR_460_500",0.262832940013666
"Q9NRR4_IDR_78_405",0.43617485224672
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.202421375945817
"Q9NRY4_IDR_1442_1499",0.48366188489195
"Q9NRY4_IDR_952_1117",0.313916739162233
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.308179003744438
"Q9NS68_IDR_194_423",0.387970658955107
"Q9NS68_IDR_96_189",0.303850337300455
"Q9NS69_IDR_108_142",0.547064367041379
"Q9NS69_IDR_1_41",0.45293563295862
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.467567977950454
"Q9NS87_IDR_601_712",0.532432022049546
"Q9NS91_IDR_359_495",0.42587472064792
"Q9NS91_IDR_99_241",0.57412527935208
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.52473378545834
"Q9NSI8_IDR_305_335",0.47526621454166
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.480494844996853
"Q9NST1_IDR_404_481",0.519505155003147
"Q9NSV4_IDR_1022_1179",0.366924739136274
"Q9NSV4_IDR_1_112",0.342321579290519
"Q9NSV4_IDR_549_600",0.290753681573206
"Q9NSY0_IDR_1_35",0.531621523478493
"Q9NSY0_IDR_387_418",0.468378476521507
"Q9NSY1_IDR_1_37",0.593135867118527
"Q9NSY1_IDR_326_1111",0.406864132881474
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.244673750065113
"Q9NT99_IDR_459_491",0.228557481138704
"Q9NT99_IDR_496_552",0.217738505500997
"Q9NT99_IDR_620_693",0.309030263295186
"Q9NTG1_IDR_1_42",0.515959105611023
"Q9NTZ6_IDR_392_426",0.548700115181353
"Q9NTZ6_IDR_92_222",0.451299884818647
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.357398110955931
"Q9NU39_IDR_185_408",0.642601889044069
"Q9NUA8_IDR_129_237",0.556328020162416
"Q9NUA8_IDR_614_733",0.443671979837584
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.519400166707214
"Q9NUB4_IDR_89_122",0.480599833292786
"Q9NUC0_IDR_1_75",0.594311188854544
"Q9NUC0_IDR_208_253",0.405688811145456
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.470864432438418
"Q9NUE0_IDR_353_388",0.529135567561582
"Q9NUG4_IDR_1_37",0.292462102575931
"Q9NUG4_IDR_160_295",0.281669417902773
"Q9NUG4_IDR_370_409",0.425868479521296
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.491360393818641
"Q9NUY8_IDR_512_544",0.508639606181359
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.379869497572552
"Q9NV58_IDR_400_436",0.322961431840908
"Q9NV58_IDR_463_838",0.29716907058654
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.424793238870782
"Q9NV66_IDR_319_352",0.575206761129218
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.545089306809606
"Q9NVP1_IDR_1_173",0.407594276191318
"Q9NVP1_IDR_626_670",0.592405723808682
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.392576586937079
"Q9NVR5_IDR_354_517",0.246117674210974
"Q9NVR5_IDR_674_794",0.361305738851947
"Q9NVU0_IDR_145_176",0.325514761495956
"Q9NVU0_IDR_439_554",0.674485238504044
"Q9NVU7_IDR_226_280",0.513035751224631
"Q9NVU7_IDR_452_687",0.486964248775369
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.520775276639331
"Q9NWF9_IDR_35_277",0.479224723360669
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.278505380816306
"Q9NWH9_IDR_70_383",0.300314881608793
"Q9NWH9_IDR_969_1002",0.421179737574901
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.28869036725839
"Q9NWM3_IDR_250_386",0.425760384263967
"Q9NWM3_IDR_87_248",0.285549248477644
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.520298028559989
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.556718406102338
"Q9NX65_IDR_1_50",0.443281593897662
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.445323680898669
"Q9NX94_IDR_276_314",0.554676319101331
"Q9NX95_IDR_1_281",0.383365558149562
"Q9NX95_IDR_305_336",0.23057078398963
"Q9NX95_IDR_344_484",0.183265363906113
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.67126862861305
"Q9NXW2_IDR_53_91",0.32873137138695
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.535555637822302
"Q9NXZ2_IDR_1_65",0.464444362177698
"Q9NY12_IDR_162_217",0.442937234916909
"Q9NY12_IDR_1_62",0.557062765083091
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.228363464700358
"Q9NYB5_IDR_142_182",0.237777817194928
"Q9NYB5_IDR_300_332",0.273956753729546
"Q9NYB5_IDR_667_712",0.259901964375169
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.393887163708071
"Q9NYF5_IDR_621_681",0.356640199983255
"Q9NYF5_IDR_753_837",0.249472636308674
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.518062105585426
"Q9NYP9_IDR_44_76",0.481937894414574
"Q9NYQ6_IDR_2300_2332",0.284347687183282
"Q9NYQ6_IDR_2722_2752",0.292789111476098
"Q9NYQ6_IDR_2754_2998",0.42286320134062
"Q9NYQ7_IDR_181_231",0.283931889100679
"Q9NYQ7_IDR_2788_2818",0.341731215944838
"Q9NYQ7_IDR_2824_3312",0.374336894954483
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.585381861849118
"Q9NYV4_IDR_1_717",0.414618138150882
"Q9NYV6_IDR_1_45",0.279753846697385
"Q9NYV6_IDR_264_301",0.220473907488044
"Q9NYV6_IDR_591_651",0.499772245814571
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.56078024012353
"Q9NZ71_IDR_1141_1219",0.24652871101106
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.241046404995634
"Q9NZ94_IDR_639_702",0.223469171135738
"Q9NZ94_IDR_734_806",0.294508697048772
"Q9NZ94_IDR_818_848",0.240975726819856
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.590699399817939
"Q9NZB2_IDR_894_1118",0.409300600182061
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.534112731833902
"Q9NZC9_IDR_859_954",0.465887268166098
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.583387880088198
"Q9NZI5_IDR_73_112",0.416612119911802
"Q9NZM3_IDR_818_886",0.290393570967733
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.550772343991695
"Q9NZM5_IDR_92_417",0.449227656008305
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.199589239648312
"Q9NZN5_IDR_1267_1405",0.148921802896245
"Q9NZN5_IDR_1422_1489",0.164904290466812
"Q9NZN5_IDR_149_345",0.172519631805253
"Q9NZN5_IDR_1_64",0.172837312552889
"Q9NZN5_IDR_564_764",0.141227722630488
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.548539220289643
"Q9NZQ8_IDR_669_714",0.451460779710358
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.439224363510952
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.271825067462006
"Q9P0K1_IDR_202_233",0.272035355308922
"Q9P0K1_IDR_766_906",0.456139577229072
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.373267930774966
"Q9P0K8_IDR_1_64",0.283069905744259
"Q9P0K8_IDR_469_563",0.343662163480775
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.529223866684265
"Q9P0L1_IDR_241_356",0.470776133315735
"Q9P0L2_IDR_1_53",0.566004193465062
"Q9P0L2_IDR_374_703",0.433995806534939
"Q9P0L9_IDR_1_74",0.535649768479489
"Q9P0L9_IDR_742_805",0.464350231520511
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.492539833723974
"Q9P0M4_IDR_41_103",0.507460166276026
"Q9P0X4_IDR_1736_2223",0.365665876111833
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.343946641196197
"Q9P107_IDR_355_479",0.33557169064037
"Q9P107_IDR_761_933",0.320481668163434
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.37843059526365
"Q9P1A6_IDR_21_162",0.432629984727227
"Q9P1A6_IDR_978_1040",0.188939420009123
"Q9P1Q0_IDR_1_60",0.442763387498943
"Q9P1Q0_IDR_481_575",0.557236612501057
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.253434792593721
"Q9P215_IDR_575_609",0.460627514575272
"Q9P215_IDR_92_151",0.539372485424728
"Q9P217_IDR_119_175",0.308241053201893
"Q9P217_IDR_25_59",0.352340986938459
"Q9P217_IDR_455_485",0.339417959859648
"Q9P218_IDR_119_151",0.473192697998412
"Q9P218_IDR_992_1284",0.526807302001588
"Q9P219_IDR_1329_2016",0.333765848940568
"Q9P219_IDR_221_259",0.258926564964693
"Q9P219_IDR_297_784",0.169152957486107
"Q9P219_IDR_888_1063",0.238154628608633
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.513821392951855
"Q9P227_IDR_809_899",0.27128589467805
"Q9P273_IDR_1_295",0.673507845376458
"Q9P273_IDR_338_375",0.326492154623542
"Q9P275_IDR_1046_1123",0.566674436917409
"Q9P275_IDR_426_1044",0.433325563082591
"Q9P278_IDR_180_304",0.271368570083625
"Q9P278_IDR_576_717",0.242588009199883
"Q9P278_IDR_726_922",0.222794227864209
"Q9P278_IDR_93_123",0.263249192852283
"Q9P281_IDR_1_164",0.420341168106352
"Q9P281_IDR_167_2471",0.579658831893648
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.183554467105791
"Q9P2D8_IDR_1442_1999",0.157255365910542
"Q9P2D8_IDR_721_804",0.244414420586687
"Q9P2D8_IDR_882_939",0.208724579668649
"Q9P2E2_IDR_367_798",0.537924671860979
"Q9P2E2_IDR_901_1029",0.462075328139021
"Q9P2E3_IDR_1_141",0.546145936435235
"Q9P2E3_IDR_795_887",0.453854063564765
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.228515336877027
"Q9P2E7_IDR_725_786",0.244491749440171
"Q9P2E7_IDR_842_947",0.526992913682802
"Q9P2E8_IDR_320_370",0.468589677925557
"Q9P2E8_IDR_60_158",0.531410322074443
"Q9P2E9_IDR_1247_1357",0.200038768030437
"Q9P2E9_IDR_1379_1410",0.23194112892195
"Q9P2E9_IDR_1_698",0.193647934977776
"Q9P2E9_IDR_708_740",0.209506452445873
"Q9P2E9_IDR_883_996",0.164865715623964
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.483312270788904
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.56698501277503
"Q9P2J8_IDR_1_48",0.43301498722497
"Q9P2K1_IDR_1_257",0.487195432195182
"Q9P2K1_IDR_587_624",0.512804567804818
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.634775897803906
"Q9P2K3_IDR_347_495",0.365224102196094
"Q9P2K8_IDR_1496_1526",0.254389717620907
"Q9P2K8_IDR_189_260",0.290664246287708
"Q9P2K8_IDR_660_709",0.242830626394361
"Q9P2K8_IDR_713_792",0.212115409697023
"Q9P2K9_IDR_1_42",0.512951850163762
"Q9P2K9_IDR_156_252",0.487048149836238
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.509511106688097
"Q9P2N2_IDR_19_80",0.490488893311903
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.162807370209687
"Q9P2R6_IDR_443_1471",0.709004999142718
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.583286662286817
"Q9P2S2_IDR_1672_1710",0.416713337713183
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.44501931187912
"Q9P2T0_IDR_341_379",0.55498068812088
"Q9P2U7_IDR_1_51",0.48149401029463
"Q9P2U7_IDR_498_560",0.51850598970537
"Q9P2U8_IDR_1_59",0.482987493499036
"Q9P2U8_IDR_506_582",0.517012506500964
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.554135140908724
"Q9P2Y5_IDR_467_612",0.445864859091276
"Q9UBF8_IDR_242_318",0.43187918111082
"Q9UBF8_IDR_410_526",0.171589845473418
"Q9UBF8_IDR_61_125",0.202883488163839
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.550915503357273
"Q9UBH6_IDR_76_123",0.449084496642727
"Q9UBI4_IDR_1_47",0.556619840748508
"Q9UBI4_IDR_248_287",0.443380159251492
"Q9UBI9_IDR_1_90",0.461050579307985
"Q9UBI9_IDR_195_303",0.538949420692015
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.769780222078225
"Q9UBK2_IDR_1_57",0.230219777921775
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.273827903972238
"Q9UBL0_IDR_241_633",0.302416141543172
"Q9UBL0_IDR_643_683",0.210988526625461
"Q9UBL0_IDR_689_812",0.212767427859128
"Q9UBL3_IDR_1_98",0.374780346093911
"Q9UBS0_IDR_401_482",0.494941828712942
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.551306045514951
"Q9UBS9_IDR_458_1224",0.448693954485049
"Q9UBT2_IDR_201_232",0.542451437378239
"Q9UBT2_IDR_549_636",0.457548562621761
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.31306152710851
"Q9UBT6_IDR_651_772",0.445022041119569
"Q9UBT6_IDR_813_861",0.241916431771921
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.455614407124662
"Q9UBU7_IDR_1_42",0.198946974140918
"Q9UBU6_IDR_182_238",0.544385592875338
"Q9UBU7_IDR_97_138",0.221784402492633
"Q9UBZ9_IDR_146_344",0.392409627925627
"Q9UBZ9_IDR_827_942",0.331251637050226
"Q9UBZ9_IDR_944_1151",0.276338735024147
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.362132556933311
"Q9UD57_IDR_184_260",0.637867443066689
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.320174679044281
"Q9UDT6_IDR_1_73",0.327972992233411
"Q9UDT6_IDR_957_1046",0.351852328722308
"Q9UDV6_IDR_1_33",0.475919135354649
"Q9UDV6_IDR_186_315",0.524080864645351
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.357718588744737
"Q9UDY2_IDR_386_504",0.337361795365769
"Q9UDY2_IDR_891_1184",0.304919615889493
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.285544580957232
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.16961211010192
"Q9UFD9_IDR_1199_1449",0.315955608666321
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.153367374728478
"Q9UFD9_IDR_534_571",0.185610711914907
"Q9UFD9_IDR_685_828",0.175454194588373
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.499444485725845
"Q9UGI0_IDR_174_244",0.243537572635142
"Q9UGI0_IDR_40_85",0.257017941639012
"Q9UGI6_IDR_1_220",0.282352760706301
"Q9UGI6_IDR_222_267",0.346944607671354
"Q9UGI6_IDR_694_731",0.370702631622345
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.44602228274792
"Q9UGU0_IDR_1_1628",0.680286751546494
"Q9UGU0_IDR_1655_1695",0.1480964263028
"Q9UGU0_IDR_1710_1841",0.171616822150706
"Q9UGU5_IDR_1_413",0.645211076520236
"Q9UGU5_IDR_448_518",0.354788923479764
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.423681004888362
"Q9UH99_IDR_207_329",0.576318995111638
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.576419665520627
"Q9UHB6_IDR_449_731",0.423580334479373
"Q9UHB7_IDR_1_925",0.591339705341891
"Q9UHB7_IDR_1036_1082",0.408660294658109
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.399482552519955
"Q9UHC1_IDR_614_1038",0.600517447480045
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.525413754010706
"Q9UHC6_IDR_1290_1331",0.474586245989294
"Q9UHC7_IDR_109_173",0.327572442260642
"Q9UHC7_IDR_1_57",0.25824427560269
"Q9UHC7_IDR_176_213",0.414183282136668
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.544731171784105
"Q9UHF4_IDR_409_441",0.455268828215895
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.11872912813954
"Q9UHF7_IDR_461_516",0.102700470215025
"Q9UHF7_IDR_566_613",0.282638232155538
"Q9UHL9_IDR_430_561",0.399777136304431
"Q9UHL9_IDR_649_705",0.174315901152975
"Q9UHL9_IDR_887_934",0.164696603144772
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.460067707885481
"Q9UHP3_IDR_59_91",0.251682858921021
"Q9UHP3_IDR_709_799",0.288249433193498
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.470505329582124
