"","GO0051656_establishment_of_organelle_localization"
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.527883608820392
"Q6IQ49_IDR_177_379",0.472116391179608
"Q6IQ55_IDR_300_553",0.481385490761572
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.251830407270033
"Q6MZP7_IDR_189_341",0.243335950526979
"Q6MZP7_IDR_367_522",0.247268892198434
"Q6MZP7_IDR_644_680",0.257564750004554
"Q6MZQ0_IDR_1_48",0.344583204094434
"Q6MZQ0_IDR_179_212",0.333972232966012
"Q6MZQ0_IDR_216_368",0.321444562939554
"Q6NT76_IDR_230_269",0.349312417318959
"Q6NT76_IDR_332_420",0.323630395358415
"Q6NT89_IDR_1_114",0.494927912081157
"Q6NT89_IDR_137_227",0.505072087918844
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.497966050589728
"Q6NUJ5_IDR_56_407",0.502033949410272
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.457252190025315
"Q6NXT6_IDR_465_551",0.542747809974685
"Q6NY19_IDR_1_50",0.322928421076023
"Q6NY19_IDR_57_544",0.37022563718163
"Q6NY19_IDR_790_840",0.306845941742348
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.506520828769517
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.561159989915762
"Q6P1N0_IDR_814_854",0.438840010084238
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.311788411874036
"Q6P1R3_IDR_205_285",0.342136569450136
"Q6P1R3_IDR_435_466",0.346075018675828
"Q6P1R4_IDR_343_410",0.490971447682592
"Q6P1R4_IDR_417_473",0.509028552317408
"Q6P3S6_IDR_373_638",0.47592307177575
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.503735106256093
"Q6P444_IDR_87_269",0.496264893743907
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.459459131660859
"Q6P5Z2_IDR_429_552",0.447863471986006
"Q6P5Z2_IDR_60_146",0.552136528013994
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.490713586459231
"Q6P6C2_IDR_288_394",0.509286413540768
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.322782133431355
"Q6P995_IDR_381_673",0.312134302822634
"Q6P995_IDR_677_826",0.365083563746011
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.455964929148048
"Q6PGQ7_IDR_1_103",0.544035070851952
"Q6PH81_IDR_1_35",0.445483620319766
"Q6PH81_IDR_39_125",0.554516379680234
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.489045690805477
"Q6PI47_IDR_380_426",0.510954309194523
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.514001853151757
"Q6PIF2_IDR_164_218",0.485998146848243
"Q6PJG2_IDR_882_1035",0.291745711996075
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.462343546213872
"Q96R06_IDR_840_984",0.537656453786127
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.183436582116693
"Q96RG2_IDR_1272_1323",0.205250335725112
"Q96RG2_IDR_397_610",0.197627522121293
"Q96RG2_IDR_749_864",0.194661950944098
"Q96RG2_IDR_936_990",0.219023609092804
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.535235501697368
"Q96RI1_IDR_62_130",0.464764498302632
"Q96RN1_IDR_646_708",0.386485368040117
"Q96RN1_IDR_801_970",0.613514631959883
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.51179391229864
"Q96RP8_IDR_406_456",0.48820608770136
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.450791421660242
"Q96RR1_IDR_633_684",0.549208578339758
"Q96RR4_IDR_1_146",0.480749252527816
"Q96RR4_IDR_495_588",0.519250747472184
"Q96RS0_IDR_105_192",0.238928929660003
"Q96RS0_IDR_263_494",0.21548679003232
"Q96RS0_IDR_51_102",0.322485102555994
"Q96RS0_IDR_523_632",0.223099177751683
"Q96RT1_IDR_431_461",0.322221250061336
"Q96RT1_IDR_463_865",0.38621688293482
"Q96RT1_IDR_984_1316",0.291561867003844
"Q96RT6_IDR_245_296",0.32624323129752
"Q96RT6_IDR_343_436",0.355320262441697
"Q96RT6_IDR_445_617",0.318436506260783
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.479832726518798
"Q96RU2_IDR_698_775",0.520167273481202
"Q96RU3_IDR_275_377",0.524013057269409
"Q96RU3_IDR_481_546",0.475986942730592
"Q96RU7_IDR_1_63",0.490796323447432
"Q96S15_IDR_463_613",0.544224776180656
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.451027308551912
"Q96S38_IDR_422_881",0.548972691448089
"Q96S53_IDR_1_36",0.507347555791121
"Q96S53_IDR_318_571",0.492652444208879
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.513631894559676
"Q96S59_IDR_457_611",0.486368105440324
"Q96S65_IDR_116_267",0.34929627102049
"Q96S65_IDR_1_80",0.332006928237485
"Q96S65_IDR_304_508",0.318696800742025
"Q96S66_IDR_365_551",0.470980317881679
"Q96S66_IDR_40_91",0.529019682118321
"Q96S82_IDR_197_333",0.471532764646456
"Q96S82_IDR_96_143",0.528467235353544
"Q96S90_IDR_1_35",0.437760685393627
"Q96S90_IDR_91_227",0.562239314606373
"Q96S94_IDR_1_33",0.465099414585814
"Q96S94_IDR_300_520",0.534900585414186
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.552825881931772
"Q96SB3_IDR_598_663",0.447174118068228
"Q96SB4_IDR_1_59",0.477910485125191
"Q96SB4_IDR_246_477",0.522089514874809
"Q96SC8_IDR_1_441",0.478225123678855
"Q96SC8_IDR_497_542",0.521774876321145
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.68934356756009
"Q96SN8_IDR_1566_1713",0.31065643243991
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.356641358830691
"Q96ST2_IDR_703_740",0.325274916103619
"Q96ST2_IDR_772_809",0.318083725065689
"Q96ST3_IDR_1_118",0.221790914754674
"Q96ST3_IDR_196_301",0.227633873727674
"Q96ST3_IDR_367_459",0.261349750127912
"Q96ST3_IDR_830_877",0.28922546138974
"Q96ST8_IDR_1_304",0.37805143009811
"Q96ST8_IDR_307_366",0.32760638064716
"Q96ST8_IDR_742_783",0.294342189254731
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.319753774553868
"Q96T68_IDR_502_626",0.332170448421337
"Q96T68_IDR_64_125",0.348075777024794
"Q96T83_IDR_1_77",0.555204351359052
"Q96T83_IDR_618_699",0.444795648640948
"Q96T88_IDR_593_675",0.586157150865092
"Q96T88_IDR_78_124",0.413842849134908
"Q96T92_IDR_1_309",0.47468991177998
"Q96T92_IDR_311_422",0.52531008822002
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.494211972487811
"Q99081_IDR_640_682",0.505788027512189
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.247757924971141
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.507184185734452
"Q99502_IDR_243_319",0.492815814265548
"Q99504_IDR_1_72",0.495710549629686
"Q99504_IDR_219_300",0.504289450370314
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.465077749231253
"Q99523_IDR_800_831",0.534922250768747
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.459325446594161
"Q99547_IDR_64_160",0.540674553405839
"Q99549_IDR_115_498",0.590805991616161
"Q99549_IDR_1_55",0.409194008383839
"Q99550_IDR_128_1108",0.618754964240874
"Q99550_IDR_1_88",0.381245035759127
"Q99558_IDR_1_52",0.188877836133093
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.356088083205869
"Q99593_IDR_219_424",0.31508147989077
"Q99593_IDR_433_485",0.328830436903361
"Q99594_IDR_100_134",0.510010684708279
"Q99594_IDR_1_31",0.489989315291721
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.264961099654747
"Q99607_IDR_302_520",0.24582536394276
"Q99607_IDR_526_582",0.250622897976392
"Q99607_IDR_586_663",0.238590638426101
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.327931836830882
"Q99613_IDR_162_313",0.388122917286745
"Q99613_IDR_879_913",0.283945245882373
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.500601436416247
"Q99678_IDR_314_358",0.499398563583753
"Q99680_IDR_1_35",0.478247991219709
"Q99680_IDR_245_307",0.521752008780291
"Q99683_IDR_1179_1243",0.256020744708853
"Q99683_IDR_1278_1308",0.267445190472164
"Q99683_IDR_32_87",0.217799388415107
"Q99683_IDR_939_1039",0.258734676403877
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.335060913880979
"Q99687_IDR_1_61",0.338064744568207
"Q99687_IDR_163_277",0.326874341550814
"Q99689_IDR_1_73",0.321162586555791
"Q99689_IDR_257_314",0.328933576248161
"Q99689_IDR_75_223",0.349903837196047
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.172356634912875
"Q99698_IDR_109_226",0.172444119867934
"Q99698_IDR_831_867",0.160695460044803
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.488795110931222
"Q99755_IDR_456_562",0.511204889068778
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.495212549516051
"Q99759_IDR_208_358",0.504787450483949
"Q99767_IDR_1_350",0.483783373858208
"Q99767_IDR_392_423",0.516216626141792
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.500761794976351
"Q99801_IDR_37_129",0.499238205023649
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.508539648409177
"Q99811_IDR_125_253",0.491460351590823
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.473895305275681
"Q99835_IDR_555_769",0.526104694724319
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.414954626624422
"Q99856_IDR_377_515",0.316008742053674
"Q99856_IDR_539_593",0.269036631321904
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.526069966515639
"Q99928_IDR_344_397",0.473930033484361
"Q99929_IDR_111_175",0.483930934767658
"Q99929_IDR_1_57",0.516069065232342
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.470772509446833
"Q99983_IDR_386_421",0.529227490553167
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.14772948573704
"Q99996_IDR_2066_2110",0.114187465525357
"Q99996_IDR_2121_3131",0.21782887791646
"Q99996_IDR_3199_3693",0.235020271216996
"Q99996_IDR_3800_3868",0.0993072295248813
"Q99996_IDR_751_1844",0.185926670079265
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.51215418951888
"Q9BQA5_IDR_486_517",0.48784581048112
"Q9BQB4_IDR_171_213",0.533448861414797
"Q9BQB4_IDR_41_74",0.466551138585203
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.538778105679324
"Q9BQE6_IDR_196_289",0.461221894320676
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.265385208190158
"Q9BQF6_IDR_443_515",0.252190417386109
"Q9BQF6_IDR_686_733",0.239262295952715
"Q9BQF6_IDR_876_928",0.243162078471018
"Q9BQG0_IDR_1145_1328",0.542733502003799
"Q9BQG0_IDR_696_755",0.457266497996201
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.208536580908579
"Q9BQS8_IDR_340_405",0.277635579390541
"Q9BQS8_IDR_549_601",0.23193156812155
"Q9BQT9_IDR_805_892",0.486357081714022
"Q9BQT9_IDR_912_956",0.513642918285978
"Q9BQW3_IDR_386_438",0.512406249519111
"Q9BQW3_IDR_442_602",0.487593750480889
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.332718333959373
"Q9BR39_IDR_383_416",0.312581985189517
"Q9BR39_IDR_425_671",0.35469968085111
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.348326752820938
"Q9BR77_IDR_86_225",0.651673247179062
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.162588863931278
"Q9BRR8_IDR_353_504",0.163296913890038
"Q9BRR8_IDR_570_612",0.162579076545457
"Q9BRR8_IDR_621_756",0.180090848422935
"Q9BRR8_IDR_68_156",0.153390911653591
"Q9BRR8_IDR_759_914",0.178053385556701
"Q9BRR9_IDR_113_210",0.31859614149599
"Q9BRR9_IDR_248_325",0.31555528248218
"Q9BRR9_IDR_444_508",0.36584857602183
"Q9BRS2_IDR_1_110",0.427795093020891
"Q9BRS2_IDR_451_568",0.572204906979109
"Q9BRS8_IDR_1_84",0.469410003378633
"Q9BRS8_IDR_294_462",0.530589996621367
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.463709340098236
"Q9BSF8_IDR_434_475",0.536290659901764
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.330203393766152
"Q9BSJ2_IDR_773_812",0.366911030216805
"Q9BSJ2_IDR_870_902",0.302885576017043
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.32508352224884
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.260875545473494
"Q9BTC0_IDR_1_262",0.27101293863632
"Q9BTC0_IDR_323_668",0.226980040092531
"Q9BTC0_IDR_765_1046",0.241131475797654
"Q9BTC8_IDR_325_373",0.32330730569191
"Q9BTC8_IDR_419_482",0.330106604159191
"Q9BTC8_IDR_540_590",0.346586090148899
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.35390197379516
"Q9BUA3_IDR_20_66",0.322957937173721
"Q9BUA3_IDR_274_315",0.323140089031119
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.516046737840894
"Q9BUB5_IDR_377_465",0.483953262159106
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.466829617737971
"Q9BUG6_IDR_141_351",0.533170382262029
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.500073865491941
"Q9BUH8_IDR_134_593",0.499926134508059
"Q9BV73_IDR_1084_1412",0.237311019004015
"Q9BV73_IDR_1_513",0.214900594180496
"Q9BV73_IDR_1790_1980",0.232966094129014
"Q9BV73_IDR_2019_2442",0.314822292686474
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.160484421510727
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.516123388839909
"Q9BVW5_IDR_1_66",0.483876611160091
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.514081379458882
"Q9BW11_IDR_20_74",0.485918620541118
"Q9BWU0_IDR_1_149",0.213283307188946
"Q9BWU0_IDR_279_358",0.247921037353929
"Q9BWU0_IDR_444_537",0.254253488553565
"Q9BWU0_IDR_584_765",0.284542166903561
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.342354648561048
"Q9BWV1_IDR_811_855",0.355110902013901
"Q9BWV1_IDR_877_1114",0.302534449425051
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.510746148796433
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.397838240089537
"Q9BX69_IDR_90_279",0.602161759910463
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.135810928536061
"Q9BX84_IDR_1285_1456",0.137932381408222
"Q9BX84_IDR_1459_1598",0.136630056173697
"Q9BX84_IDR_1665_1695",0.146002913762681
"Q9BX84_IDR_1983_2022",0.146746772554713
"Q9BX84_IDR_544_600",0.155051695835054
"Q9BX84_IDR_772_820",0.141825251729573
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.344242706603215
"Q9BXA9_IDR_1_80",0.333304726188837
"Q9BXA9_IDR_83_1121",0.322452567207947
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.514578670864589
"Q9BXK1_IDR_27_156",0.485421329135411
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.381055879392196
"Q9BXL6_IDR_392_567",0.311822879666126
"Q9BXL6_IDR_756_803",0.307121240941678
"Q9BXL7_IDR_225_305",0.345698284238779
"Q9BXL7_IDR_424_664",0.327690845576465
"Q9BXL7_IDR_852_916",0.326610870184756
"Q9BXL8_IDR_186_226",0.494604833201208
"Q9BXL8_IDR_80_174",0.505395166798792
"Q9BXM0_IDR_1342_1375",0.329798195721688
"Q9BXM0_IDR_1_43",0.312792427917363
"Q9BXM0_IDR_45_233",0.357409376360949
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.164793698761798
"Q9BXT5_IDR_1_469",0.156427563831679
"Q9BXT5_IDR_2264_2514",0.168945230571745
"Q9BXT5_IDR_2563_2596",0.161896337462542
"Q9BXT5_IDR_473_775",0.176052748783456
"Q9BXT5_IDR_782_1040",0.17188442058878
"Q9BXT8_IDR_1104_1169",0.34959043995572
"Q9BXT8_IDR_1360_1397",0.339398407384906
"Q9BXT8_IDR_309_399",0.311011152659375
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.448410697748367
"Q9BXU1_IDR_976_1018",0.551589302251633
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.496821386110944
"Q9BXU7_IDR_731_820",0.503178613889056
"Q9BY12_IDR_745_899",0.32045540734461
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.335932376522388
"Q9BY66_IDR_1411_1539",0.327736238980783
"Q9BY66_IDR_174_310",0.336331384496828
"Q9BY67_IDR_335_376",0.508202597706545
"Q9BY67_IDR_398_442",0.491797402293455
"Q9BY76_IDR_1_109",0.471122463803071
"Q9BY76_IDR_115_180",0.528877536196929
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.501985548433695
"Q9BY84_IDR_561_654",0.498014451566305
"Q9BY89_IDR_1_31",0.401546519200598
"Q9BY89_IDR_37_1789",0.598453480799402
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.487753237117835
"Q9BYM8_IDR_243_277",0.512246762882165
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.517613401483133
"Q9BYP7_IDR_486_1800",0.482386598516867
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.18577825344079
"Q9BYW2_IDR_1_1069",0.201180669056741
"Q9BYW2_IDR_1829_2147",0.254603298665522
"Q9BYW2_IDR_2311_2388",0.171389105800911
"Q9BYW2_IDR_2421_2468",0.187048673036036
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.300522144443214
"Q9BYX2_IDR_145_329",0.335777284351422
"Q9BYX2_IDR_384_454",0.363700571205365
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.505582172969487
"Q9BZE3_IDR_286_327",0.494417827030513
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.472091752640713
"Q9BZE9_IDR_495_553",0.527908247359287
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.496389509313725
"Q9BZJ7_IDR_311_368",0.503610490686275
"Q9BZJ8_IDR_1_40",0.337763061353008
"Q9BZJ8_IDR_246_282",0.333443488377134
"Q9BZJ8_IDR_364_451",0.328793450269858
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.226307978611022
"Q9BZL6_IDR_190_250",0.250132432256449
"Q9BZL6_IDR_316_378",0.255935892970952
"Q9BZL6_IDR_848_878",0.267623696161577
"Q9BZM3_IDR_14_204",0.469848194131132
"Q9BZM3_IDR_254_304",0.530151805868868
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.506073214806131
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.421454749024751
"Q9C086_IDR_78_267",0.578545250975249
"Q9C091_IDR_1088_1225",0.32413117705867
"Q9C091_IDR_241_368",0.30083151420076
"Q9C091_IDR_51_102",0.375037308740571
"Q9C093_IDR_1197_1327",0.213516620410069
"Q9C093_IDR_1663_1709",0.200954689902861
"Q9C093_IDR_257_290",0.182054028385994
"Q9C093_IDR_608_681",0.200737430368052
"Q9C093_IDR_890_1004",0.202737230933024
"Q9C098_IDR_21_345",0.497039340288521
"Q9C098_IDR_617_648",0.502960659711479
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.24741604496133
"Q9C0B9_IDR_207_351",0.261339363967185
"Q9C0B9_IDR_403_435",0.266029208936655
"Q9C0B9_IDR_464_1021",0.22521538213483
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.196937428555966
"Q9C0C7_IDR_250_310",0.186168167160751
"Q9C0C7_IDR_312_649",0.18150552330266
"Q9C0C7_IDR_665_726",0.21570127118531
"Q9C0C7_IDR_737_805",0.219687609795313
"Q9C0C9_IDR_1155_1249",0.247589924662209
"Q9C0C9_IDR_1_55",0.225733927204042
"Q9C0C9_IDR_399_537",0.253501298227064
"Q9C0C9_IDR_712_920",0.273174849906685
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.248900114030235
"Q9C0F1_IDR_289_390",0.517320662935807
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.384968441150463
"Q9C0H9_IDR_264_1183",0.615031558849536
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.385518909216863
"Q9C0I9_IDR_179_441",0.614481090783137
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.339979668904921
"Q9C0J8_IDR_408_507",0.364773741039903
"Q9C0J8_IDR_511_1336",0.295246590055176
"Q9C0J9_IDR_1_48",0.522608587145067
"Q9C0J9_IDR_175_482",0.477391412854933
"Q9C0K0_IDR_1_824",0.483869562131091
"Q9C0K0_IDR_858_894",0.516130437868909
