"","GO0045944_positive_regulation_of_transcription_by_RNA_polymerase_II"
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.48111889159298
"Q9Y3R0_IDR_1088_1128",0.181961039267068
"Q9Y3R0_IDR_933_993",0.18622523682463
"Q9Y3R5_IDR_1031_1215",0.322087699916718
"Q9Y3R5_IDR_1849_1892",0.316797193765129
"Q9Y3R5_IDR_545_683",0.361115106318153
"Q9Y3S1_IDR_1316_2297",0.270597820903881
"Q9Y3S1_IDR_1_47",0.202146771649978
"Q9Y3S1_IDR_50_184",0.221426906268856
"Q9Y3S1_IDR_544_1314",0.305828501177284
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.492441217633125
"A0A0A6YYL3_IDR_325_492",0.507558782366875
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.568293350066062
"A0A1B0GTZ2_IDR_225_276",0.431706649933938
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.508008397960887
"A0A1B0GVG6_IDR_91_124",0.491991602039113
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.502427360230397
"A0A1B0GVM6_IDR_56_89",0.497572639769603
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.232083791736921
"Q6ZMI3_IDR_137_297",0.502032009343424
"Q6ZMI3_IDR_58_107",0.497967990656575
"Q6ZMJ2_IDR_1_121",0.519255577803798
"Q6ZMJ2_IDR_291_384",0.480744422196202
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.365237406186867
"Q6ZMN7_IDR_490_1003",0.634762593813133
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.501471018780354
"Q6ZMP0_IDR_534_616",0.498528981219646
"Q6ZMQ8_IDR_1253_1297",0.322252963452165
"Q6ZMQ8_IDR_415_531",0.331973090008809
"Q6ZMQ8_IDR_536_1190",0.345773946539026
"Q6ZMS7_IDR_1_38",0.505017611289196
"Q6ZMS7_IDR_183_281",0.494982388710804
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.35344700072853
"Q6ZN04_IDR_382_514",0.363674391806811
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.322914204716971
"Q6ZN16_IDR_1_57",0.326905339353254
"Q6ZN16_IDR_911_1007",0.350180455929776
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.555040986564644
"Q6ZN18_IDR_351_397",0.444959013435356
"Q6ZNJ1_IDR_1298_1436",0.514410546117526
"Q6ZNJ1_IDR_1858_1915",0.485589453882474
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.493701579993364
"Q6ZNM6_IDR_55_116",0.506298420006635
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.330581720059244
"Q6ZP65_IDR_269_463",0.330834189857057
"Q6ZP65_IDR_508_573",0.3385840900837
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.1769664046522
"Q6ZRS2_IDR_2213_2316",0.146384332592134
"Q6ZRS2_IDR_2323_3230",0.171738365571548
"Q6ZRS2_IDR_953_1312",0.178281309499749
"Q6ZRS4_IDR_1_136",0.477432520194309
"Q6ZRS4_IDR_221_1044",0.522567479805691
"Q6ZRT6_IDR_147_265",0.533275537238686
"Q6ZRT6_IDR_1_53",0.466724462761314
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.254371061448131
"Q6ZSY5_IDR_207_237",0.247908007580035
"Q6ZSY5_IDR_290_528",0.257776289650512
"Q6ZSY5_IDR_63_102",0.239944641321322
"Q6ZSZ5_IDR_1104_1360",0.252370605278608
"Q6ZSZ5_IDR_1_402",0.247075237387871
"Q6ZSZ5_IDR_892_992",0.247708674690264
"Q6ZSZ5_IDR_997_1044",0.252845482643258
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.305538587416581
"Q6ZU64_IDR_1564_1597",0.318281892709619
"Q6ZU64_IDR_1715_1829",0.34218824695836
"Q6ZU64_IDR_97_136",0.339529860332021
"Q6ZU65_IDR_19_123",0.199369050577329
"Q6ZU65_IDR_249_443",0.291693256356823
"Q6ZU65_IDR_570_600",0.234712460061709
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.274225233004138
"Q6ZU69_IDR_308_372",0.3154947586263
"Q6ZU69_IDR_32_294",0.363897022217887
"Q6ZUJ8_IDR_634_805",0.305340940428953
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.269316651191859
"Q6ZUM4_IDR_446_494",0.264273188178428
"Q6ZUM4_IDR_617_665",0.234638203249938
"Q6ZUM4_IDR_70_259",0.231771957379775
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.504991619708591
"Q6ZUT1_IDR_33_96",0.495008380291409
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.202776729686784
"Q6ZUT9_IDR_140_177",0.203116640215477
"Q6ZUT9_IDR_410_442",0.196734352223361
"Q6ZUT9_IDR_602_728",0.198432412436376
"Q6ZUT9_IDR_811_850",0.198939865438002
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.30427723272727
"Q6ZV29_IDR_1_95",0.37132139800251
"Q6ZV29_IDR_303_448",0.324401369270219
"Q6ZVM7_IDR_466_507",0.261124414812453
"Q6ZVT0_IDR_1_153",0.525108993456832
"Q6ZVT0_IDR_570_673",0.474891006543168
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.242339690462209
"A0AVK6_IDR_212_263",0.201373332949561
"A0AVK6_IDR_351_867",0.358111634216998
"A0AVK6_IDR_69_110",0.198175342371232
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.469903683968495
"A0FGR9_IDR_589_736",0.530096316031505
"A1L443_IDR_407_756",0.332015986291526
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.457642890813881
"A1L4H1_IDR_951_1468",0.542357109186119
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.50065843718416
"A1X283_IDR_428_849",0.49934156281584
"A2RUB6_IDR_914_948",0.494838462904127
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.53904216175554
"A3KN83_IDR_682_840",0.46095783824446
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.33140280955169
"A4D263_IDR_211_245",0.323950181879391
"A4D263_IDR_379_415",0.344647008568918
"A4D2H0_IDR_278_319",0.524167965433369
"A4D2H0_IDR_330_675",0.475832034566631
"A4D2P6_IDR_212_277",0.402429678116425
"A4D2P6_IDR_469_831",0.597570321883575
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.243901293224154
"A4FU28_IDR_278_331",0.268646059598143
"A4FU28_IDR_333_469",0.253392362099925
"A4FU28_IDR_474_698",0.234060285077778
"A5YKK6_IDR_1307_1355",0.300311229623275
"A5YKK6_IDR_683_828",0.425121561443618
"A5YKK6_IDR_998_1072",0.274567208933107
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.35189285358716
"A6NC98_IDR_307_760",0.317569369505738
"A6NC98_IDR_845_983",0.330537776907103
"A6NDD5_IDR_190_221",0.50943718662367
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.509954299392298
"A6NDN3_IDR_213_693",0.490045700607702
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.495281605457705
"A6NDY0_IDR_35_143",0.504718394542295
"A6NFA1_IDR_1_36",0.322880200990669
"A6NFA1_IDR_355_436",0.362987632838967
"A6NFA1_IDR_449_517",0.314132166170364
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.324979287138222
"A6NFE2_IDR_188_222",0.297408030519158
"A6NFE2_IDR_224_271",0.37761268234262
"A6NFI3_IDR_1_157",0.217154128910846
"A6NFI3_IDR_173_344",0.208194199047142
"A6NFI3_IDR_488_608",0.192771181662018
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.214456962838692
"A6NJZ7_IDR_209_374",0.194436232018098
"A6NJZ7_IDR_534_567",0.19690916969741
"A6NJZ7_IDR_685_828",0.201042235959837
"A6NJZ7_IDR_82_193",0.193155399485964
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.386489623605803
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.339348876266936
"A6NMT0_IDR_48_106",0.325360064010331
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.529482339518143
"A6NN90_IDR_1_31",0.470517660481857
"A6NNA5_IDR_1_38",0.477425422364923
"A6NNA5_IDR_83_263",0.522574577635077
"A6NNE9_IDR_1_165",0.484663558665202
"A6NNE9_IDR_327_364",0.515336441334798
"A7E2V4_IDR_1430_1467",0.309673267468808
"A7E2V4_IDR_518_726",0.326514787455078
"A7KAX9_IDR_30_109",0.347043779754113
"A7KAX9_IDR_572_637",0.31006722494301
"A7KAX9_IDR_665_2087",0.342888995302878
"A7MBM2_IDR_1133_1289",0.328608859581912
"A7MBM2_IDR_1_188",0.327977144396939
"A7MBM2_IDR_236_272",0.343413996021149
"A7MCY6_IDR_167_565",0.517255731450582
"A7MCY6_IDR_95_154",0.482744268549418
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.1546892752738
"A7XYQ1_IDR_189_224",0.154359942778711
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.495963570936198
"A8MQ27_IDR_435_494",0.504036429063802
"A8MQT2_IDR_1_141",0.529856223132626
"A8MQT2_IDR_271_563",0.470143776867373
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.254948274986356
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.505153919413357
"A8MWV9_IDR_90_139",0.494846080586643
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.52147717257491
"B1AKI9_IDR_109_157",0.331804151615457
"B1AKI9_IDR_165_222",0.32652101774352
"B1AKI9_IDR_1_99",0.341674830641023
"B1AL46_IDR_1_397",0.341854316910302
"B1AL46_IDR_405_522",0.341630348577904
"B1AL46_IDR_525_878",0.316515334511794
"B1AL88_IDR_109_153",0.354774671646288
"B1AL88_IDR_379_413",0.29855137990283
"B1AL88_IDR_67_100",0.346673948450882
"B7U540_IDR_367_433",0.483958664697123
"B7Z1M9_IDR_12_45",0.492138608609883
"B7Z1M9_IDR_47_208",0.507861391390117
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.487764069289268
"B7ZW38_IDR_89_186",0.512235930710732
"B8ZZ34_IDR_1_55",0.484613069821256
"B8ZZ34_IDR_98_397",0.515386930178744
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.506951394410389
"C9JLJ4_IDR_378_528",0.493048605589611
"C9JLR9_IDR_1_102",0.205867485760971
"C9JLR9_IDR_173_259",0.204415837188982
"C9JLR9_IDR_328_427",0.195466320494686
"C9JLR9_IDR_444_476",0.197501262443064
"C9JLR9_IDR_482_579",0.196749094112297
"C9JPN9_IDR_1_55",0.33989411524828
"C9JPN9_IDR_378_464",0.320106307634923
"C9JPN9_IDR_469_528",0.339999577116796
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.336311793946834
"D6RGH6_IDR_127_179",0.337496737731758
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.456591529762091
"D6RIA3_IDR_1686_1757",0.543408470237909
"D6RJB6_IDR_1_56",0.339417760009995
"D6RJB6_IDR_379_464",0.322018587551029
"D6RJB6_IDR_469_528",0.338563652438976
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.370114958299094
"F8WBI6_IDR_183_214",0.318698264459042
"F8WBI6_IDR_279_604",0.311186777241864
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.487155604372328
"H7C350_IDR_1_240",0.49745720288029
"H7C350_IDR_297_361",0.50254279711971
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.539611993121225
"I3L3R5_IDR_69_154",0.460388006878775
"I6L899_IDR_1_116",0.373787343142215
"I6L899_IDR_183_214",0.317680789129118
"I6L899_IDR_271_608",0.308531867728666
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.327474285914795
"O00192_IDR_589_651",0.32955099312059
"O00192_IDR_851_956",0.342974720964615
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.515784856918759
"O00203_IDR_646_856",0.484215143081241
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.545505702586838
"O00305_IDR_164_219",0.340483615924208
"O00305_IDR_1_67",0.312844405503516
"O00305_IDR_406_520",0.346671978572276
"O00308_IDR_149_312",0.493277274443831
"O00308_IDR_355_403",0.506722725556169
"O00311_IDR_1_38",0.364326771892513
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.314826463437457
"O00311_IDR_470_532",0.32084676467003
"O00327_IDR_1_77",0.443611397095796
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.5161380355927
"O00470_IDR_1_77",0.4838619644073
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.485386554377793
"O00472_IDR_290_524",0.514613445622207
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.328273493003943
"O00566_IDR_649_681",0.333022808090104
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.510830239513711
"O00591_IDR_338_390",0.489169760486289
"A1A5C7_IDR_633_686",0.481118753456603
"A1A5D9_IDR_258_367",0.238858520212917
"A1A5D9_IDR_369_401",0.242450548778459
"A1A5D9_IDR_452_497",0.244687823881661
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.493730277910811
"A1L162_IDR_1_63",0.506269722089189
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.187348842991069
"A1L390_IDR_1154_1219",0.19489860795152
"A1L390_IDR_1_89",0.234245658867934
"A1L390_IDR_412_905",0.182576883967341
"A1L390_IDR_937_1048",0.200930006222136
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.326486073603087
"A1L443_IDR_285_389",0.341497940105387
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.447486749484545
"Q9Y426_IDR_389_696",0.552513250515455
"Q9Y446_IDR_1_314",0.531049582775661
"Q9Y446_IDR_549_586",0.468950417224339
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.491551136177693
"Q9Y450_IDR_1_87",0.508448863822306
"Q9Y458_IDR_1_86",0.324050615587972
"Q9Y458_IDR_271_346",0.338980732062708
"Q9Y458_IDR_384_435",0.33696865234932
"Q9Y462_IDR_149_246",0.463784893136337
"Q9Y462_IDR_250_366",0.536215106863663
"Q9Y463_IDR_1_36",0.365395323367412
"Q9Y463_IDR_433_629",0.634604676632588
"Q9Y466_IDR_42_77",0.470803291260364
"Q9Y466_IDR_81_173",0.529196708739636
"Q9Y468_IDR_113_168",0.232029084272392
"Q9Y468_IDR_170_269",0.257681054763838
"Q9Y468_IDR_26_84",0.230644555336371
"Q9Y468_IDR_587_721",0.279645305627399
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.49981965797098
"Q9Y483_IDR_356_558",0.50018034202902
"Q9Y485_IDR_1246_1305",0.103967110349862
"Q9Y485_IDR_1361_1395",0.0860780284611654
"Q9Y485_IDR_1889_1949",0.0870313300859174
"Q9Y485_IDR_1969_2018",0.0875408991854819
"Q9Y485_IDR_2366_2418",0.102343073298638
"Q9Y485_IDR_2442_2480",0.0870389167088081
"Q9Y485_IDR_287_332",0.0881196944445166
"Q9Y485_IDR_418_469",0.0915578085910296
"Q9Y485_IDR_557_589",0.085778880813403
"Q9Y485_IDR_665_697",0.0895258361157934
"Q9Y485_IDR_897_934",0.0910184219453844
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.502052288175645
"Q9Y496_IDR_626_699",0.497947711824355
"Q9Y4A5_IDR_179_212",0.250244139815342
"Q9Y4A5_IDR_2024_2085",0.256743018987038
"Q9Y4A5_IDR_2545_2582",0.247000985397349
"Q9Y4A5_IDR_473_538",0.246011855800271
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.186153831055673
"Q9Y4B4_IDR_1_243",0.204817009110591
"Q9Y4B4_IDR_1301_1371",0.210797710437298
"Q9Y4B4_IDR_638_696",0.184625599813208
"Q9Y4B4_IDR_993_1052",0.213605849583231
"Q9Y4B5_IDR_1_1647",0.520704148851974
"Q9Y4B5_IDR_1650_1905",0.479295851148026
"Q9Y4B6_IDR_1393_1507",0.303442649590814
"Q9Y4B6_IDR_190_303",0.307883134705424
"Q9Y4B6_IDR_875_1000",0.388674215703762
"Q9Y4C1_IDR_251_518",0.481621389376896
"Q9Y4C1_IDR_755_907",0.518378610623104
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.253424921790359
"Q9Y4C8_IDR_665_726",0.233556116065248
"Q9Y4C8_IDR_82_128",0.234038576769511
"Q9Y4C8_IDR_925_960",0.278980385374881
"Q9Y4D1_IDR_1043_1078",0.334710945812266
"Q9Y4D1_IDR_511_606",0.325211768175761
"Q9Y4D1_IDR_997_1032",0.340077286011973
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.521175442114387
"Q9Y4E1_IDR_56_1320",0.478824557885613
"Q9Y4E5_IDR_400_459",0.261498672868216
"Q9Y4E5_IDR_51_85",0.241385353325746
"Q9Y4E5_IDR_566_601",0.252873475927088
"Q9Y4E5_IDR_810_872",0.244242497878951
"Q9Y4E6_IDR_1061_1118",0.244533136891842
"Q9Y4E6_IDR_636_666",0.2443757464202
"Q9Y4E6_IDR_708_788",0.253024188670876
"Q9Y4E6_IDR_913_971",0.258066928017082
"Q9Y4E8_IDR_226_263",0.313861759270914
"Q9Y4E8_IDR_621_707",0.357796887714259
"Q9Y4E8_IDR_937_981",0.328341353014827
"Q9Y4F1_IDR_1_35",0.303909608126676
"Q9Y4F1_IDR_355_535",0.394792318689676
"Q9Y4F1_IDR_864_906",0.301298073183648
"Q9Y4F3_IDR_1564_1725",0.35042728530365
"Q9Y4F3_IDR_311_344",0.326160266573608
"Q9Y4F3_IDR_585_730",0.323412448122742
"Q9Y4F4_IDR_1434_1483",0.218184920604252
"Q9Y4F4_IDR_1_88",0.232786443085086
"Q9Y4F4_IDR_312_344",0.230120060866483
"Q9Y4F4_IDR_616_1247",0.318908575444178
"Q9Y4F9_IDR_1_69",0.537055912816197
"Q9Y4F9_IDR_321_730",0.462944087183803
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.310235063847248
"Q9Y4G8_IDR_481_590",0.339681603776339
"Q9Y4G8_IDR_913_1499",0.350083332376413
"Q9Y4H2_IDR_1261_1317",0.20662145081935
"Q9Y4H2_IDR_148_182",0.191761586210795
"Q9Y4H2_IDR_299_1246",0.601616962969855
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.339934678387197
"Q9Y4I1_IDR_1422_1473",0.338573729024447
"Q9Y4I1_IDR_596_631",0.321491592588356
"Q9Y4I5_IDR_1_301",0.494619991410728
"Q9Y4I5_IDR_406_444",0.505380008589272
"Q9Y4J8_IDR_275_410",0.48339473232633
"Q9Y4J8_IDR_418_743",0.51660526767367
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.490412405103565
"Q9Y4L1_IDR_910_999",0.509587594896435
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.511206463017495
"Q9Y4R7_IDR_542_742",0.488793536982505
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.322389432038991
"Q9Y4W2_IDR_511_624",0.348004983052488
"Q9Y4W2_IDR_679_714",0.329605584908521
"Q9Y4W6_IDR_763_797",0.51589506620889
"Q9Y4W6_IDR_78_134",0.48410493379111
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.500956644974028
"Q9Y4Z2_IDR_1_93",0.499043355025972
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.519742246829967
"Q9Y519_IDR_369_407",0.480257753170033
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.488052278872346
"Q9Y561_IDR_781_816",0.511947721127654
"Q9Y566_IDR_1_67",0.32865213653703
"Q9Y566_IDR_416_547",0.268401486725036
"Q9Y566_IDR_758_2087",0.402946376737933
"Q9Y570_IDR_1_38",0.493446930786412
"Q9Y570_IDR_239_281",0.506553069213588
"Q9Y572_IDR_309_428",0.504491521173645
"Q9Y572_IDR_473_518",0.495508478826355
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.517504085869141
"Q9Y592_IDR_618_701",0.482495914130859
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.240078169270992
"Q9Y5A9_IDR_197_239",0.232672727783571
"Q9Y5A9_IDR_245_389",0.527249102945436
"Q9Y5B0_IDR_334_586",0.394394024403981
"Q9Y5B0_IDR_730_961",0.605605975596019
"Q9Y5B6_IDR_1_385",0.529133693488456
"Q9Y5B6_IDR_498_563",0.470866306511544
"Q9Y5B9_IDR_436_478",0.476942235768467
"Q9Y5B9_IDR_927_1047",0.523057764231533
"Q9Y5C1_IDR_16_53",0.476323132230465
"Q9Y5C1_IDR_188_239",0.523676867769535
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.337769999118084
"Q9Y5I4_IDR_814_859",0.331096467252997
"Q9Y5I4_IDR_957_1007",0.331133533628919
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.490930378118653
"Q9Y5J3_IDR_167_290",0.509069621881347
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.440402249523793
"Q9Y5K3_IDR_305_369",0.559597750476207
"Q9Y5K6_IDR_168_295",0.335124654744054
"Q9Y5K6_IDR_310_581",0.338013127532564
"Q9Y5K6_IDR_63_108",0.326862217723382
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.328113285686383
"Q9Y5P4_IDR_184_235",0.338510016000366
"Q9Y5P4_IDR_276_401",0.333376698313252
"Q9Y5P8_IDR_42_123",0.492004520457231
"Q9Y5P8_IDR_519_553",0.507995479542769
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.454932572112039
"Q9Y5Q5_IDR_82_135",0.545067427887961
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.449452325485914
"Q9Y5Q8_IDR_464_519",0.550547674514086
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.503033268989211
"Q9Y5R2_IDR_331_374",0.496966731010789
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.568108479983228
"Q9Y5S1_IDR_726_764",0.431891520016772
"Q9Y5S2_IDR_1609_1711",0.266722975218064
"Q9Y5S2_IDR_352_400",0.246941988003702
"Q9Y5S2_IDR_406_528",0.224550922167332
"Q9Y5S2_IDR_924_1033",0.261784114610902
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.45244056014334
"Q9Y5T5_IDR_385_606",0.54755943985666
"Q9Y5U2_IDR_105_157",0.326757614932646
