"","GO0003729_mRNA_binding"
"Q6P995_IDR_25_75",0.342597486921728
"Q6P995_IDR_381_673",0.319106016771706
"Q6P995_IDR_677_826",0.338296496306566
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.488598513331092
"Q6PGQ7_IDR_1_103",0.511401486668908
"Q6PH81_IDR_1_35",0.447542126112669
"Q6PH81_IDR_39_125",0.552457873887331
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.509049633994107
"Q6PI47_IDR_380_426",0.490950366005893
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.492632982263303
"Q6PIF2_IDR_164_218",0.507367017736697
"Q6PJG2_IDR_882_1035",0.250222690793078
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.494584616481224
"Q96R06_IDR_840_984",0.505415383518776
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.194456921924515
"Q96RG2_IDR_1272_1323",0.210707082271577
"Q96RG2_IDR_397_610",0.199621289141888
"Q96RG2_IDR_749_864",0.199358981459439
"Q96RG2_IDR_936_990",0.19585572520258
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.484458484436878
"Q96RI1_IDR_62_130",0.515541515563122
"Q96RN1_IDR_646_708",0.529859910544714
"Q96RN1_IDR_801_970",0.470140089455286
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.50972675963249
"Q96RP8_IDR_406_456",0.49027324036751
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.479809487198182
"Q96RR1_IDR_633_684",0.520190512801818
"Q96RR4_IDR_1_146",0.508910945381216
"Q96RR4_IDR_495_588",0.491089054618784
"Q96RS0_IDR_105_192",0.246980238820304
"Q96RS0_IDR_263_494",0.252166769768183
"Q96RS0_IDR_51_102",0.235907837034539
"Q96RS0_IDR_523_632",0.264945154376974
"Q96RT1_IDR_431_461",0.328115323564616
"Q96RT1_IDR_463_865",0.316683373886519
"Q96RT1_IDR_984_1316",0.355201302548865
"Q96RT6_IDR_245_296",0.322268552191629
"Q96RT6_IDR_343_436",0.322130111667598
"Q96RT6_IDR_445_617",0.355601336140773
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.486566940975597
"Q96RU2_IDR_698_775",0.513433059024403
"Q96RU3_IDR_275_377",0.486648852893056
"Q96RU3_IDR_481_546",0.513351147106944
"Q96RU7_IDR_1_63",0.483317507497645
"Q96S15_IDR_463_613",0.476684629422033
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.508528928962068
"Q96S38_IDR_422_881",0.491471071037932
"Q96S53_IDR_1_36",0.515001133379546
"Q96S53_IDR_318_571",0.484998866620454
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.547522458922233
"Q96S59_IDR_457_611",0.452477541077767
"Q96S65_IDR_116_267",0.328941107642988
"Q96S65_IDR_1_80",0.349187370642912
"Q96S65_IDR_304_508",0.321871521714101
"Q96S66_IDR_365_551",0.527965026144805
"Q96S66_IDR_40_91",0.472034973855195
"Q96S82_IDR_197_333",0.502105355467093
"Q96S82_IDR_96_143",0.497894644532907
"Q96S90_IDR_1_35",0.515440369133494
"Q96S90_IDR_91_227",0.484559630866506
"Q96S94_IDR_1_33",0.462025839100066
"Q96S94_IDR_300_520",0.537974160899934
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.521118307580744
"Q96SB3_IDR_598_663",0.478881692419256
"Q96SB4_IDR_1_59",0.502106515378816
"Q96SB4_IDR_246_477",0.497893484621184
"Q96SC8_IDR_1_441",0.520865071013245
"Q96SC8_IDR_497_542",0.479134928986755
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.492209331833377
"Q96SN8_IDR_1566_1713",0.507790668166623
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.467916239593514
"Q96ST2_IDR_703_740",0.257369071307435
"Q96ST2_IDR_772_809",0.27471468909905
"Q96ST3_IDR_1_118",0.275254465867944
"Q96ST3_IDR_196_301",0.265838430201276
"Q96ST3_IDR_367_459",0.234942455557655
"Q96ST3_IDR_830_877",0.223964648373125
"Q96ST8_IDR_1_304",0.324069198816853
"Q96ST8_IDR_307_366",0.337774705817319
"Q96ST8_IDR_742_783",0.338156095365827
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.340682814086691
"Q96T68_IDR_502_626",0.334831097706103
"Q96T68_IDR_64_125",0.324486088207206
"Q96T83_IDR_1_77",0.508199375477998
"Q96T83_IDR_618_699",0.491800624522002
"Q96T88_IDR_593_675",0.488597384202483
"Q96T88_IDR_78_124",0.511402615797517
"Q96T92_IDR_1_309",0.491138666685362
"Q96T92_IDR_311_422",0.508861333314638
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.519086751116597
"Q99081_IDR_640_682",0.480913248883403
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.256788799424993
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.48866818902299
"Q99502_IDR_243_319",0.51133181097701
"Q99504_IDR_1_72",0.479459919371807
"Q99504_IDR_219_300",0.520540080628193
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.508176604506311
"Q99523_IDR_800_831",0.491823395493689
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.482353679018803
"Q99547_IDR_64_160",0.517646320981197
"Q99549_IDR_115_498",0.479415343237021
"Q99549_IDR_1_55",0.520584656762979
"Q99550_IDR_128_1108",0.485059486490932
"Q99550_IDR_1_88",0.514940513509068
"Q99558_IDR_1_52",0.201393351033865
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.332021930606727
"Q99593_IDR_219_424",0.340041382848784
"Q99593_IDR_433_485",0.327936686544488
"Q99594_IDR_100_134",0.497479872125903
"Q99594_IDR_1_31",0.502520127874097
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.261991034037666
"Q99607_IDR_302_520",0.23997822897808
"Q99607_IDR_526_582",0.244606324923508
"Q99607_IDR_586_663",0.253424412060746
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.268968058487671
"Q99613_IDR_162_313",0.288173132884198
"Q99613_IDR_879_913",0.44285880862813
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.499518392813305
"Q99678_IDR_314_358",0.500481607186695
"Q99680_IDR_1_35",0.482076276130431
"Q99680_IDR_245_307",0.517923723869569
"Q99683_IDR_1179_1243",0.242424173196831
"Q99683_IDR_1278_1308",0.221093902073785
"Q99683_IDR_32_87",0.311093060565435
"Q99683_IDR_939_1039",0.225388864163949
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.343028441126207
"Q99687_IDR_1_61",0.33096912867175
"Q99687_IDR_163_277",0.326002430202043
"Q99689_IDR_1_73",0.309829824171111
"Q99689_IDR_257_314",0.355774702107006
"Q99689_IDR_75_223",0.334395473721884
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.162812518717544
"Q99698_IDR_109_226",0.17612817728004
"Q99698_IDR_831_867",0.161125243720096
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.53660001477285
"Q99755_IDR_456_562",0.46339998522715
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.515596737771108
"Q99759_IDR_208_358",0.484403262228892
"Q99767_IDR_1_350",0.536013421649306
"Q99767_IDR_392_423",0.463986578350694
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.460436277044479
"Q99801_IDR_37_129",0.539563722955521
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.558751701454564
"Q99811_IDR_125_253",0.441248298545435
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.450394928840896
"Q99835_IDR_555_769",0.549605071159104
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.306409655400226
"Q99856_IDR_377_515",0.301244696988174
"Q99856_IDR_539_593",0.392345647611601
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.486550147190573
"Q99928_IDR_344_397",0.513449852809427
"Q99929_IDR_111_175",0.504827051271257
"Q99929_IDR_1_57",0.495172948728743
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.469148962154132
"Q99983_IDR_386_421",0.530851037845868
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.165237004285674
"Q99996_IDR_2066_2110",0.173933417075599
"Q99996_IDR_2121_3131",0.15242650953199
"Q99996_IDR_3199_3693",0.156129095819232
"Q99996_IDR_3800_3868",0.200186407776538
"Q99996_IDR_751_1844",0.152087565510967
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.489627347931155
"Q9BQA5_IDR_486_517",0.510372652068845
"Q9BQB4_IDR_171_213",0.50644218032304
"Q9BQB4_IDR_41_74",0.49355781967696
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.482257247048708
"Q9BQE6_IDR_196_289",0.517742752951292
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.23625902902284
"Q9BQF6_IDR_443_515",0.250969523317355
"Q9BQF6_IDR_686_733",0.256062161264654
"Q9BQF6_IDR_876_928",0.256709286395151
"Q9BQG0_IDR_1145_1328",0.523117755901878
"Q9BQG0_IDR_696_755",0.476882244098122
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.261881478565862
"Q9BQS8_IDR_340_405",0.241026786510354
"Q9BQS8_IDR_549_601",0.259210101135216
"Q9BQT9_IDR_805_892",0.466390062425141
"Q9BQT9_IDR_912_956",0.533609937574859
"Q9BQW3_IDR_386_438",0.480723863598267
"Q9BQW3_IDR_442_602",0.519276136401733
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.272024803338536
"Q9BR39_IDR_383_416",0.296956252550417
"Q9BR39_IDR_425_671",0.431018944111047
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.524060833089431
"Q9BR77_IDR_86_225",0.475939166910569
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.175598285501433
"Q9BRR8_IDR_353_504",0.158228879290612
"Q9BRR8_IDR_570_612",0.158358190280058
"Q9BRR8_IDR_621_756",0.168115280249816
"Q9BRR8_IDR_68_156",0.161328886034311
"Q9BRR8_IDR_759_914",0.17837047864377
"Q9BRR9_IDR_113_210",0.332695343538723
"Q9BRR9_IDR_248_325",0.336066842990288
"Q9BRR9_IDR_444_508",0.331237813470989
"Q9BRS2_IDR_1_110",0.506955030167704
"Q9BRS2_IDR_451_568",0.493044969832296
"Q9BRS8_IDR_1_84",0.525936753682806
"Q9BRS8_IDR_294_462",0.474063246317194
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.521116221687856
"Q9BSF8_IDR_434_475",0.478883778312144
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.330308138066318
"Q9BSJ2_IDR_773_812",0.320453313040904
"Q9BSJ2_IDR_870_902",0.349238548892778
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.332464105041629
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.491887905602783
"Q9BTC0_IDR_1_262",0.184713871345768
"Q9BTC0_IDR_323_668",0.168952580177935
"Q9BTC0_IDR_765_1046",0.154445642873514
"Q9BTC8_IDR_325_373",0.339742740822808
"Q9BTC8_IDR_419_482",0.326513982771799
"Q9BTC8_IDR_540_590",0.333743276405393
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.338940522549731
"Q9BUA3_IDR_20_66",0.334114283750896
"Q9BUA3_IDR_274_315",0.326945193699373
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.503241981009966
"Q9BUB5_IDR_377_465",0.496758018990034
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.496847880720985
"Q9BUG6_IDR_141_351",0.503152119279015
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.474063366211695
"Q9BUH8_IDR_134_593",0.525936633788305
"Q9BV73_IDR_1084_1412",0.25009315614778
"Q9BV73_IDR_1_513",0.2474170582035
"Q9BV73_IDR_1790_1980",0.251112188309327
"Q9BV73_IDR_2019_2442",0.251377597339394
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.16873449987365
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.502062481816345
"Q9BVW5_IDR_1_66",0.497937518183655
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.47847226984239
"Q9BW11_IDR_20_74",0.521527730157611
"Q9BWU0_IDR_1_149",0.271082071652147
"Q9BWU0_IDR_279_358",0.242143856793681
"Q9BWU0_IDR_444_537",0.244225963418716
"Q9BWU0_IDR_584_765",0.242548108135455
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.339600999461175
"Q9BWV1_IDR_811_855",0.34498264222576
"Q9BWV1_IDR_877_1114",0.315416358313065
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.487441007341939
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.612744732843259
"Q9BX69_IDR_90_279",0.387255267156741
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.136540737058217
"Q9BX84_IDR_1285_1456",0.14355590996978
"Q9BX84_IDR_1459_1598",0.141954046005583
"Q9BX84_IDR_1665_1695",0.143744645812074
"Q9BX84_IDR_1983_2022",0.141054023294732
"Q9BX84_IDR_544_600",0.144407011663695
"Q9BX84_IDR_772_820",0.14874362619592
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.335194414099605
"Q9BXA9_IDR_1_80",0.36068969741389
"Q9BXA9_IDR_83_1121",0.304115888486505
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.466088590992734
"Q9BXK1_IDR_27_156",0.533911409007266
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.321683344730866
"Q9BXL6_IDR_392_567",0.331584684710737
"Q9BXL6_IDR_756_803",0.346731970558397
"Q9BXL7_IDR_225_305",0.318868425558244
"Q9BXL7_IDR_424_664",0.31815422372742
"Q9BXL7_IDR_852_916",0.362977350714336
"Q9BXL8_IDR_186_226",0.49029022939279
"Q9BXL8_IDR_80_174",0.50970977060721
"Q9BXM0_IDR_1342_1375",0.33197643842619
"Q9BXM0_IDR_1_43",0.333221103845238
"Q9BXM0_IDR_45_233",0.334802457728572
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.166051706950082
"Q9BXT5_IDR_1_469",0.154262785738757
"Q9BXT5_IDR_2264_2514",0.183060669311062
"Q9BXT5_IDR_2563_2596",0.172079290523559
"Q9BXT5_IDR_473_775",0.161475204605782
"Q9BXT5_IDR_782_1040",0.163070342870758
"Q9BXT8_IDR_1104_1169",0.352158464609792
"Q9BXT8_IDR_1360_1397",0.3186302916616
"Q9BXT8_IDR_309_399",0.329211243728609
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.497030122807093
"Q9BXU1_IDR_976_1018",0.502969877192907
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.49693033915171
"Q9BXU7_IDR_731_820",0.503069660848291
"Q9BY12_IDR_745_899",0.328819158914027
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.329482014087989
"Q9BY66_IDR_1411_1539",0.331738823546884
"Q9BY66_IDR_174_310",0.338779162365127
"Q9BY67_IDR_335_376",0.489187754425876
"Q9BY67_IDR_398_442",0.510812245574124
"Q9BY76_IDR_1_109",0.493386859605403
"Q9BY76_IDR_115_180",0.506613140394597
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.40981965372236
"Q9BY84_IDR_561_654",0.59018034627764
"Q9BY89_IDR_1_31",0.421995400573079
"Q9BY89_IDR_37_1789",0.578004599426921
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.536751142908289
"Q9BYM8_IDR_243_277",0.463248857091711
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.611249438804233
"Q9BYP7_IDR_486_1800",0.388750561195767
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.212511528229564
"Q9BYW2_IDR_1_1069",0.216488787775908
"Q9BYW2_IDR_1829_2147",0.204846026002903
"Q9BYW2_IDR_2311_2388",0.183696444929644
"Q9BYW2_IDR_2421_2468",0.18245721306198
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.356158258283642
"Q9BYX2_IDR_145_329",0.317592161161693
"Q9BYX2_IDR_384_454",0.326249580554666
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.508345203846768
"Q9BZE3_IDR_286_327",0.491654796153232
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.514355337543172
"Q9BZE9_IDR_495_553",0.485644662456828
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.523521518031045
"Q9BZJ7_IDR_311_368",0.476478481968955
"Q9BZJ8_IDR_1_40",0.313003566585923
"Q9BZJ8_IDR_246_282",0.387452094580353
"Q9BZJ8_IDR_364_451",0.299544338833724
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.258226264197141
"Q9BZL6_IDR_190_250",0.250824249977357
"Q9BZL6_IDR_316_378",0.251554521112123
"Q9BZL6_IDR_848_878",0.23939496471338
"Q9BZM3_IDR_14_204",0.495780111614298
"Q9BZM3_IDR_254_304",0.504219888385702
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.51390661283856
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.549661276969861
"Q9C086_IDR_78_267",0.450338723030139
"Q9C091_IDR_1088_1225",0.330097686208289
"Q9C091_IDR_241_368",0.348618335182774
"Q9C091_IDR_51_102",0.321283978608937
"Q9C093_IDR_1197_1327",0.204012411621574
"Q9C093_IDR_1663_1709",0.193261912673619
"Q9C093_IDR_257_290",0.189788984757124
"Q9C093_IDR_608_681",0.190998835733582
"Q9C093_IDR_890_1004",0.221937855214101
"Q9C098_IDR_21_345",0.560844545751178
"Q9C098_IDR_617_648",0.439155454248822
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.267465899809259
"Q9C0B9_IDR_207_351",0.234732983062715
"Q9C0B9_IDR_403_435",0.248638883684853
"Q9C0B9_IDR_464_1021",0.249162233443173
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.230482938249294
"Q9C0C7_IDR_250_310",0.183766371354425
"Q9C0C7_IDR_312_649",0.228942997625896
"Q9C0C7_IDR_665_726",0.178445309025102
"Q9C0C7_IDR_737_805",0.178362383745283
"Q9C0C9_IDR_1155_1249",0.249114963560405
"Q9C0C9_IDR_1_55",0.255383947686989
"Q9C0C9_IDR_399_537",0.24853353640206
"Q9C0C9_IDR_712_920",0.246967552350546
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.253130144994726
"Q9C0F1_IDR_289_390",0.486525929506019
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.501252932867267
"Q9C0H9_IDR_264_1183",0.498747067132733
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.518298268415281
"Q9C0I9_IDR_179_441",0.481701731584719
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.200866231263289
"Q9C0J8_IDR_408_507",0.198661476124622
"Q9C0J8_IDR_511_1336",0.600472292612089
"Q9C0J9_IDR_1_48",0.488106050923946
"Q9C0J9_IDR_175_482",0.511893949076054
"Q9C0K0_IDR_1_824",0.534806697987028
"Q9C0K0_IDR_858_894",0.465193302012972
"Q9GZR2_IDR_80_195",0.495282841056304
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.306282711169048
"Q9GZR7_IDR_62_190",0.375141927571297
"Q9GZR7_IDR_812_859",0.318575361259655
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.270363187154366
"Q9GZU2_IDR_1305_1386",0.239665221298559
"Q9GZU2_IDR_1_34",0.241107404050917
"Q9GZU2_IDR_1417_1478",0.248864187496159
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.512664893944856
"Q9GZV3_IDR_520_580",0.487335106055144
"Q9H009_IDR_142_177",0.502481470488634
"Q9H009_IDR_1_74",0.497518529511366
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.502251456131013
"Q9H019_IDR_74_143",0.497748543868987
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.526520914202386
"Q9H063_IDR_52_83",0.473479085797614
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.248134159880086
"Q9H0E7_IDR_167_291",0.254743926950164
"Q9H0E7_IDR_306_373",0.249225563948677
"Q9H0E7_IDR_682_712",0.247896349221073
"Q9H0E9_IDR_133_704",0.307301290369718
"Q9H0E9_IDR_819_854",0.365581153792084
"Q9H0E9_IDR_869_1101",0.327117555838198
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.487876316737206
"Q9H0V9_IDR_1_43",0.509114293585929
"Q9H0V9_IDR_293_348",0.490885706414071
"Q9H0W5_IDR_62_92",0.430297292559591
"Q9H0W5_IDR_99_538",0.569702707440409
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.339249896462487
"Q9H0X9_IDR_249_362",0.323973811597247
"Q9H161_IDR_236_411",0.493523596081029
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.33358052017159
"Q9H171_IDR_344_400",0.336733079224649
"Q9H171_IDR_72_104",0.329686400603761
"Q9H172_IDR_1_43",0.48987621992028
"Q9H172_IDR_333_364",0.51012378007972
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.247072326587245
"Q9H175_IDR_1_63",0.253822778242733
"Q9H175_IDR_281_371",0.242393190410461
