"","GO0006357_regulation_of_transcription_by_RNA_polymerase_II"
"O15231_IDR_1_41",0.264762143321965
"O15231_IDR_44_571",0.382510194152646
"O15231_IDR_586_617",0.352727662525389
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.552280007624588
"O15234_IDR_245_703",0.447719992375412
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.558221521944926
"O15259_IDR_61_148",0.441778478055074
"O15355_IDR_162_326",0.429279152375314
"O15355_IDR_509_546",0.570720847624685
"O15357_IDR_120_177",0.539089051463363
"O15357_IDR_894_1197",0.460910948536637
"O15370_IDR_106_282",0.41646318353877
"O15370_IDR_1_49",0.58353681646123
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.352754470368744
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.498023905206903
"O15481_IDR_316_346",0.501976094793097
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.447326391273114
"O15488_IDR_298_451",0.552673608726886
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.292972373578977
"O15550_IDR_400_884",0.707027626421023
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.254915583646398
"O43147_IDR_425_492",0.40409663142258
"O43147_IDR_620_787",0.340987784931022
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.23445510294407
"O43149_IDR_1_43",0.263903591660159
"O43149_IDR_1955_2077",0.235348588114134
"O43149_IDR_2415_2452",0.266292717281638
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.374420453337644
"O43155_IDR_502_563",0.311430430617752
"O43155_IDR_568_599",0.314149116044604
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.528340079385275
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.54310788859505
"O43187_IDR_505_593",0.45689211140495
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.517448145509745
"O43193_IDR_374_412",0.482551854490255
"O43194_IDR_215_279",0.459969961040026
"O43194_IDR_365_453",0.540030038959974
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.540215743304536
"O43237_IDR_331_492",0.459784256695464
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.497914198040108
"O43246_IDR_590_635",0.502085801959892
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.323664868414407
"O43303_IDR_49_757",0.377583370836166
"O43303_IDR_895_1012",0.298751760749427
"O43304_IDR_183_225",0.481493534676341
"O43304_IDR_661_696",0.518506465323659
"O43306_IDR_1_114",0.489338308839516
"O43306_IDR_558_619",0.510661691160484
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.256358676445985
"O43310_IDR_169_369",0.535555831093234
"O43310_IDR_38_98",0.208085492460781
"O43312_IDR_135_197",0.324614930973878
"O43312_IDR_250_755",0.675385069026122
"O43313_IDR_1_85",0.217883394377464
"O43313_IDR_213_596",0.240457142459505
"O43313_IDR_89_130",0.241471003203205
"O43424_IDR_860_921",0.475709487999989
"O43424_IDR_957_1007",0.524290512000011
"O43426_IDR_1485_1573",0.44638572749129
"O43426_IDR_975_1483",0.55361427250871
"O43432_IDR_1002_1216",0.274233733390598
"O43432_IDR_1_721",0.725766266609402
"O43435_IDR_1_105",0.703719496471594
"O43435_IDR_306_364",0.296280503528406
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.260699450287492
"Q6ZW31_IDR_604_650",0.390316229243525
"Q6ZW31_IDR_667_701",0.348984320468983
"Q6ZW49_IDR_188_587",0.78926893291594
"Q6ZW49_IDR_830_861",0.21073106708406
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.33031462677841
"Q6ZWB6_IDR_152_205",0.351990297659711
"Q6ZWB6_IDR_324_432",0.317695075561879
"Q6ZWE6_IDR_1_109",0.330974849314996
"Q6ZWE6_IDR_111_205",0.325017801246373
"Q6ZWE6_IDR_316_355",0.344007349438632
"Q6ZWH5_IDR_40_74",0.462017310355093
"Q6ZWH5_IDR_796_965",0.537982689644907
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.49146115864944
"Q70CQ3_IDR_361_416",0.50853884135056
"Q70CQ4_IDR_1_122",0.730767966158867
"Q70CQ4_IDR_769_1352",0.269232033841133
"Q70E73_IDR_1_64",0.360010757222184
"Q70E73_IDR_524_1207",0.41573086692345
"Q70E73_IDR_96_241",0.224258375854366
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.556634063250059
"Q70EK9_IDR_313_356",0.443365936749941
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.427335031727538
"Q70EL2_IDR_386_615",0.572664968272462
"Q70EL4_IDR_1_88",0.614562034724608
"Q70EL4_IDR_740_1123",0.385437965275391
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.702915739312621
"Q70SY1_IDR_397_505",0.297084260687379
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.571255246837612
"Q71SY5_IDR_545_747",0.428744753162388
"Q75N03_IDR_1_69",0.227591574107502
"Q75N03_IDR_191_491",0.772408425892498
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.372782025070792
"Q75VX8_IDR_350_795",0.627217974929208
"Q75WM6_IDR_1_62",0.549969243477386
"Q75WM6_IDR_85_255",0.450030756522614
"Q765P7_IDR_137_199",0.423068109551368
"Q765P7_IDR_250_747",0.576931890448632
"Q76FK4_IDR_157_192",0.244128731215829
"Q76FK4_IDR_196_797",0.267382878137405
"Q76FK4_IDR_800_1108",0.221729240111905
"Q76FK4_IDR_90_149",0.266759150534862
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.58793079979947
"Q7KZ85_IDR_482_518",0.213629305545682
"Q7KZI7_IDR_1_46",0.406679655788549
"Q7KZI7_IDR_366_696",0.593320344211451
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.621144173463447
"Q7L014_IDR_786_866",0.378855826536553
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.547807009522228
"Q7L190_IDR_1_82",0.452192990477772
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.409935682782671
"Q7L1W4_IDR_61_136",0.590064317217329
"Q7L2E3_IDR_1_40",0.478715735165643
"Q7L590_IDR_424_723",0.499104031937725
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.502400621365946
"Q7L5N7_IDR_510_544",0.497599378634054
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.329912543422646
"Q7L7X3_IDR_547_595",0.231915335203848
"Q7L7X3_IDR_851_1001",0.438172121373506
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.557505719259824
"Q7L8A9_IDR_306_357",0.442494280740176
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.581375807690891
"Q7L8J4_IDR_276_393",0.418624192309109
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.579107376147936
"Q7RTS1_IDR_140_177",0.495708853861374
"O43491_IDR_1_82",0.241850439734213
"O43491_IDR_521_948",0.51891089117124
"O43491_IDR_84_213",0.239238669094547
"O43497_IDR_1_49",0.128594573292866
"O43526_IDR_368_547",0.17972579502212
"O43526_IDR_551_639",0.280796578359999
"O43526_IDR_648_872",0.381506435580695
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.293619771879715
"O43541_IDR_16_120",0.367492843620674
"O43541_IDR_284_315",0.338887384499611
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.375620271928736
"O43561_IDR_170_201",0.311960371684858
"O43561_IDR_225_262",0.312419356386407
"O43566_IDR_191_299",0.287097340832196
"O43566_IDR_22_57",0.34410313267717
"O43566_IDR_446_566",0.368799526490635
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.358092749088804
"O43614_IDR_258_297",0.44996359245888
"O43614_IDR_386_444",0.55003640754112
"O43615_IDR_1_59",0.493338040714258
"O43615_IDR_83_230",0.506661959285742
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.606286567402892
"O43815_IDR_66_445",0.393713432597108
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.541877282134386
"O43823_IDR_543_692",0.458122717865614
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.568886922714855
"O43847_IDR_134_207",0.431113077285145
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.521316181467681
"O43889_IDR_244_336",0.478683818532319
"O43896_IDR_385_434",0.181906505549113
"O43918_IDR_238_295",0.238633458530352
"O43918_IDR_343_430",0.245251791442224
"O43918_IDR_474_508",0.25436565752725
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.346258775100244
"O43933_IDR_183_240",0.310006665409189
"O43933_IDR_343_378",0.343734559490567
"O60216_IDR_396_564",0.511337415343385
"O60216_IDR_97_331",0.488662584656615
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.558397096742344
"O60231_IDR_72_223",0.441602903257656
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.476992640124353
"O60237_IDR_896_930",0.523007359875647
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.597580098696723
"O60239_IDR_252_435",0.402419901303276
"O60240_IDR_107_186",0.315103925143419
"O60266_IDR_1_45",0.520008625867326
"O60266_IDR_498_583",0.479991374132674
"O60268_IDR_1_89",0.421127156156393
"O60268_IDR_251_286",0.268390194685097
"O60268_IDR_317_347",0.31048264915851
"O60269_IDR_1_379",0.555256750552664
"O60269_IDR_396_458",0.444743249447336
"O60271_IDR_517_548",0.184684423083538
"O60271_IDR_562_630",0.190126121728731
"O60271_IDR_69_513",0.24010730179166
"O60271_IDR_718_750",0.189690551962682
"O60271_IDR_804_910",0.195391601433389
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.198605034517199
"O60281_IDR_2119_2168",0.150749922476866
"O60281_IDR_2282_2363",0.101870318530043
"O60281_IDR_2433_2576",0.0856345749738118
"O60281_IDR_2602_2639",0.105290116266944
"O60281_IDR_460_751",0.160511060775371
"O60281_IDR_812_1369",0.197338972459765
"O60296_IDR_562_837",0.195884514052734
"O60296_IDR_848_914",0.193997272559826
"O60299_IDR_11_353",0.509585789490919
"O60299_IDR_363_673",0.490414210509081
"O60303_IDR_1147_1198",0.19484542959524
"O60303_IDR_1_33",0.225847485715392
"O60303_IDR_152_467",0.157969112927876
"O60303_IDR_626_963",0.163945905089012
"O60303_IDR_79_150",0.257392066672479
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.200072810700293
"O60307_IDR_1_172",0.532889742743041
"O60307_IDR_679_945",0.267037446556667
"O60308_IDR_158_201",0.267837616382625
"O60308_IDR_259_418",0.293838926017559
"O60308_IDR_685_743",0.211505377631954
"O60308_IDR_871_925",0.226818079967862
"O60309_IDR_1047_1086",0.194812016175996
"O60309_IDR_1_869",0.26616010950809
"O60333_IDR_1205_1244",0.17043021323354
"O60333_IDR_1521_1588",0.172392794849841
"O60333_IDR_1592_1682",0.165033234191
"O60333_IDR_705_735",0.16233453920942
"O60333_IDR_912_957",0.158600159152292
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.382379662281567
"O60343_IDR_237_352",0.281534881865835
"O60343_IDR_525_874",0.336085455852599
"O60346_IDR_1431_1511",0.281235824914462
"O60346_IDR_1_462",0.473541517561966
"O60346_IDR_1575_1636",0.245222657523572
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.362214287618968
"O60481_IDR_1_186",0.545856446885767
"O60481_IDR_405_461",0.454143553114233
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.523544173114253
"O60502_IDR_395_550",0.476455826885747
"O60503_IDR_1248_1353",0.265565975172028
"O60503_IDR_1_78",0.440520913762713
"O60503_IDR_579_713",0.293913111065258
"O60504_IDR_1_382",0.539962043648274
"O60504_IDR_522_611",0.460037956351725
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.526658053025368
"O60508_IDR_201_238",0.473341946974632
"O60512_IDR_1_71",0.458612015534374
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.204111932495661
"O60610_IDR_1208_1272",0.259587352550269
"O60610_IDR_1_85",0.328936479546876
"O60610_IDR_505_766",0.207364235407194
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.336542125556084
"O60658_IDR_329_386",0.30853660534335
"O60658_IDR_429_481",0.354921269100566
"O60663_IDR_13_48",0.305444136363477
"O60663_IDR_176_237",0.217726137893147
"O60663_IDR_269_388",0.476829725743376
"O60664_IDR_1_35",0.521842824937888
"O60664_IDR_69_172",0.478157175062112
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.28977003053807
"O60673_IDR_2014_2182",0.215678132286534
"O60673_IDR_274_307",0.152820489482759
"O60673_IDR_310_974",0.171262281405769
"O60741_IDR_1_90",0.440532212763311
"O60741_IDR_595_890",0.559467787236689
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.503859978575807
"O60759_IDR_173_359",0.496140021424193
"O60763_IDR_675_790",0.603155935274962
"O60763_IDR_930_962",0.396844064725038
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.470772126825885
"O60784_IDR_303_415",0.277286014847199
"O60784_IDR_450_492",0.251941858326916
"O60806_IDR_1_37",0.201172327256218
"O60806_IDR_251_318",0.493365221168098
"O60806_IDR_321_420",0.305462451575684
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.187904164707026
"O60885_IDR_459_666",0.142583123505935
"O60885_IDR_676_1201",0.210631674556571
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.454351623982751
"O60902_IDR_161_331",0.545648376017249
"O60907_IDR_1_37",0.354718918054937
"O60907_IDR_146_210",0.645281081945063
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.399092854489346
"O75037_IDR_401_480",0.322817034810067
"O75037_IDR_490_970",0.278090110700587
"O75038_IDR_1382_1416",0.35459538501989
"O75038_IDR_475_618",0.315617013014087
"O75038_IDR_886_1379",0.329787601966023
"O75044_IDR_170_229",0.195020250358898
"O75044_IDR_415_457",0.204578950405497
"O75044_IDR_463_501",0.203357542428992
"O75044_IDR_694_755",0.182389290438233
"O75044_IDR_785_1071",0.214653966368381
"O75052_IDR_172_347",0.649732375033451
"O75052_IDR_361_506",0.350267624966549
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.446479103128764
"O75056_IDR_412_442",0.553520896871236
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.391168107224065
"O75071_IDR_144_426",0.608831892775935
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.297655313652616
"O75116_IDR_1113_1149",0.336982214573476
"O75116_IDR_1350_1388",0.365362471773909
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.264187113194895
"O75122_IDR_309_645",0.285384381209876
"O75122_IDR_880_1053",0.450428505595229
"O75128_IDR_1_53",0.461296308573232
"O75128_IDR_227_1238",0.538703691426768
"O75129_IDR_1_59",0.312622206755882
"O75129_IDR_288_349",0.309097287977257
"O75129_IDR_357_411",0.37828050526686
"O75132_IDR_172_286",0.166604653315282
"O75132_IDR_1_87",0.268259829556649
"O75132_IDR_341_456",0.215036725942406
"O75132_IDR_511_550",0.184940226249609
"O75132_IDR_609_651",0.165158564936054
"O75140_IDR_1000_1075",0.386304101677476
"O75140_IDR_1112_1172",0.204541447757509
"O75140_IDR_411_456",0.223325180647922
"O75140_IDR_461_727",0.185829269917093
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.433415811108206
"O75145_IDR_859_937",0.566584188891794
"O75146_IDR_1011_1053",0.486546531461256
"O75146_IDR_288_360",0.513453468538744
"O75150_IDR_111_177",0.375459918865564
"O75150_IDR_1_96",0.291831070174819
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.524370687474513
"O75170_IDR_525_966",0.475629312525487
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.300407160711921
"O75177_IDR_41_396",0.699592839288079
"O75179_IDR_1_136",0.422550628812011
"O75179_IDR_1451_2427",0.287080700967596
"O75179_IDR_2471_2509",0.290368670220393
"O75182_IDR_1_36",0.340018976686538
"O75182_IDR_704_767",0.333818890337443
"O75182_IDR_92_300",0.326162132976019
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.494791617499433
"O75362_IDR_207_1048",0.505208382500567
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.473932541607447
"O75364_IDR_1_81",0.526067458392553
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.232717931345218
"O75376_IDR_319_418",0.117301850661291
"O75376_IDR_420_451",0.11971012636791
"O75376_IDR_483_2440",0.530270091625581
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.491449099416132
"O75381_IDR_71_108",0.508550900583868
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.487193190599209
"O75461_IDR_240_281",0.512806809400791
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.504029933071979
"O75467_IDR_55_197",0.495970066928021
"O75469_IDR_122_165",0.310087856234127
"O75469_IDR_1_36",0.349219175208403
"O75469_IDR_179_234",0.34069296855747
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.479696980606592
"O75474_IDR_49_147",0.520303019393408
"O75475_IDR_431_530",0.482517012641319
"O75475_IDR_89_347",0.517482987358682
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.490114831570164
"O75563_IDR_223_295",0.524841373086012
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.125813412432207
"O75592_IDR_2555_2592",0.116055789714949
"O75592_IDR_2670_3153",0.177762293298939
"O75592_IDR_3187_3236",0.114653151231413
"O75592_IDR_3314_3386",0.122106516141559
"O75592_IDR_3479_3511",0.122097133475243
"O75592_IDR_87_131",0.111758288849866
"O75592_IDR_890_922",0.109753414855824
"O75593_IDR_121_277",0.592529889163042
"O75593_IDR_1_32",0.407470110836959
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.607136089629437
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.25742946117198
"O75691_IDR_2572_2613",0.293042897246847
"O75691_IDR_2731_2785",0.219681439579578
"O75691_IDR_863_907",0.229846202001595
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.299178617754809
"O75717_IDR_308_427",0.369311752034854
"O75717_IDR_821_1017",0.331509630210337
"O75747_IDR_1_34",0.504844791681294
"O75747_IDR_174_224",0.495155208318706
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.593160727854662
"O75781_IDR_332_387",0.406839272145338
"O75864_IDR_462_568",0.207898715107777
"O75864_IDR_575_691",0.568897263783866
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.291945891929143
"O75886_IDR_369_525",0.708054108070857
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.36207317888835
"O75899_IDR_752_941",0.63792682111165
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.51433109748708
"O75901_IDR_368_423",0.485668902512921
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.535878031339596
"O75912_IDR_859_925",0.464121968660404
"O75914_IDR_1_66",0.513700233910481
"O75962_IDR_1249_1285",0.168540592136738
"O75962_IDR_1606_1653",0.193934289822526
"O75962_IDR_1704_1968",0.199859126826354
"O75962_IDR_2288_2556",0.256177332545128
"O75969_IDR_162_279",0.158312834984825
"O75969_IDR_409_453",0.232544693618085
"O75969_IDR_456_514",0.203445839502747
"O75969_IDR_542_594",0.190950776697478
"O75969_IDR_605_750",0.214745855196866
"O75970_IDR_1247_1328",0.111052950627822
"O75970_IDR_1565_1611",0.0992193594175314
"O75970_IDR_1811_1855",0.110363868330898
"O75970_IDR_340_371",0.114514194523036
"O75970_IDR_43_109",0.140747723961134
"O75970_IDR_466_525",0.095665767274956
"O75970_IDR_638_685",0.107922091962487
"O75970_IDR_857_951",0.116490371943027
"O75970_IDR_954_996",0.104023671959108
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.297122564511119
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.477193141723703
"O76081_IDR_93_244",0.522806858276297
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.268572673180198
"O76083_IDR_68_239",0.731427326819802
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.309582978840467
"O94759_IDR_1_57",0.346631328739091
"O94759_IDR_581_613",0.343785692420442
"O94761_IDR_359_448",0.317087507691858
"O94761_IDR_49_351",0.332807296425566
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.510299012028664
"O94823_IDR_458_712",0.489700987971336
"O94826_IDR_1_33",0.414339619239409
"O94826_IDR_64_107",0.585660380760591
"O94830_IDR_1_32",0.320629986475064
"O94830_IDR_433_477",0.302941729238622
"O94830_IDR_603_647",0.376428284286314
"O94842_IDR_1_232",0.439844486025524
"O94880_IDR_589_620",0.21447321723597
"O94880_IDR_692_754",0.222960399842561
"O94880_IDR_756_867",0.197060249634994
"O94885_IDR_1_35",0.156835371734614
"O94885_IDR_229_344",0.169019736615863
"O94885_IDR_358_547",0.22139291772962
"O94885_IDR_697_728",0.156154044334229
"O94885_IDR_730_1088",0.149832385947489
"O94885_IDR_88_177",0.146765543638184
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.298843887312827
"O94887_IDR_359_498",0.378317431314558
"O94887_IDR_858_903",0.322838681372614
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.638293110929033
"O94900_IDR_46_263",0.201180954947358
"O94900_IDR_8_41",0.160525934123609
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.526948484867805
"O94907_IDR_23_79",0.473051515132195
"O94910_IDR_1114_1434",0.550396780559315
"O94910_IDR_400_472",0.449603219440685
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.184753305128459
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.300492332763458
"O94929_IDR_298_593",0.699507667236542
"O94933_IDR_293_347",0.277607062332023
"O94933_IDR_613_659",0.368011160311373
"O94933_IDR_682_856",0.354381777356604
"O94966_IDR_1_112",0.251379114824924
"O94941_IDR_219_250",0.613335986317773
"O94941_IDR_339_480",0.386664013682227
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.144077840404292
"O94966_IDR_203_274",0.155052048117869
"O94966_IDR_399_488",0.265501828487509
"O94966_IDR_874_983",0.183989168165405
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.531959591027526
"O94972_IDR_624_943",0.468040408972474
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.217698031061015
"O94979_IDR_792_858",0.400788381521087
"O94979_IDR_881_1111",0.381513587417899
"O94983_IDR_1119_1202",0.128459436137638
"O94983_IDR_212_305",0.346510314528247
"O94983_IDR_392_435",0.161798425584518
"O94983_IDR_447_490",0.138671769164298
"O94983_IDR_814_1022",0.224560054585298
"O94985_IDR_819_902",0.520807680952367
"O95025_IDR_1_38",0.504862973954901
