"","GO0000981_DNA_binding_transcription_factor_activity._RNA_polymerase_II_specific"
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.542808919639667
"Q9P2Y5_IDR_467_612",0.457191080360333
"Q9UBF8_IDR_242_318",0.398787415053715
"Q9UBF8_IDR_410_526",0.179440181289324
"Q9UBF8_IDR_61_125",0.19835149880164
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.54572835999056
"Q9UBH6_IDR_76_123",0.45427164000944
"Q9UBI4_IDR_1_47",0.583471346231411
"Q9UBI4_IDR_248_287",0.416528653768589
"Q9UBI9_IDR_1_90",0.461083393052452
"Q9UBI9_IDR_195_303",0.538916606947548
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.771911848090168
"Q9UBK2_IDR_1_57",0.228088151909832
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.224161861092123
"Q9UBL0_IDR_241_633",0.333297691136916
"Q9UBL0_IDR_643_683",0.217885538891761
"Q9UBL0_IDR_689_812",0.224654908879201
"Q9UBL3_IDR_1_98",0.404549539829294
"Q9UBS0_IDR_401_482",0.490609762853978
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.53652783355228
"Q9UBS9_IDR_458_1224",0.46347216644772
"Q9UBT2_IDR_201_232",0.552350009603845
"Q9UBT2_IDR_549_636",0.447649990396156
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.317262771826395
"Q9UBT6_IDR_651_772",0.447364337562264
"Q9UBT6_IDR_813_861",0.235372890611342
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.450451908383125
"Q9UBU7_IDR_1_42",0.20025345763609
"Q9UBU6_IDR_182_238",0.549548091616875
"Q9UBU7_IDR_97_138",0.239747136746442
"Q9UBZ9_IDR_146_344",0.386438349909101
"Q9UBZ9_IDR_827_942",0.327310965985861
"Q9UBZ9_IDR_944_1151",0.286250684105038
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.373796494377984
"Q9UD57_IDR_184_260",0.626203505622016
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.325757107277499
"Q9UDT6_IDR_1_73",0.332943716931821
"Q9UDT6_IDR_957_1046",0.34129917579068
"Q9UDV6_IDR_1_33",0.490048957100447
"Q9UDV6_IDR_186_315",0.509951042899554
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.365560550656173
"Q9UDY2_IDR_386_504",0.335690608984044
"Q9UDY2_IDR_891_1184",0.298748840359782
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.291226222285319
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.163414670637998
"Q9UFD9_IDR_1199_1449",0.304451760473815
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.161562182763533
"Q9UFD9_IDR_534_571",0.188963184999703
"Q9UFD9_IDR_685_828",0.181608201124951
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.484375687398194
"Q9UGI0_IDR_174_244",0.253930853356947
"Q9UGI0_IDR_40_85",0.261693459244858
"Q9UGI6_IDR_1_220",0.285732817019509
"Q9UGI6_IDR_222_267",0.33757172621567
"Q9UGI6_IDR_694_731",0.376695456764821
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.457105569696758
"Q9UGU0_IDR_1_1628",0.702488286033408
"Q9UGU0_IDR_1655_1695",0.134311517271483
"Q9UGU0_IDR_1710_1841",0.163200196695109
"Q9UGU5_IDR_1_413",0.570720352446095
"Q9UGU5_IDR_448_518",0.429279647553905
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.452560541215195
"Q9UH99_IDR_207_329",0.547439458784805
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.568393963672502
"Q9UHB6_IDR_449_731",0.431606036327498
"Q9UHB7_IDR_1_925",0.54899351329232
"Q9UHB7_IDR_1036_1082",0.45100648670768
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.394372334076234
"Q9UHC1_IDR_614_1038",0.605627665923767
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.524657882976965
"Q9UHC6_IDR_1290_1331",0.475342117023034
"Q9UHC7_IDR_109_173",0.344612081342557
"Q9UHC7_IDR_1_57",0.268395250658576
"Q9UHC7_IDR_176_213",0.386992667998867
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.537066568371134
"Q9UHF4_IDR_409_441",0.462933431628866
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.114211116628451
"Q9UHF7_IDR_461_516",0.102503266839216
"Q9UHF7_IDR_566_613",0.258878097209801
"Q9UHL9_IDR_430_561",0.423707618303713
"Q9UHL9_IDR_649_705",0.165205411514376
"Q9UHL9_IDR_887_934",0.155302599751742
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.425130759794926
"Q9UHP3_IDR_59_91",0.258465206927502
"Q9UHP3_IDR_709_799",0.316404033277572
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.474665074484536
"Q9UHR4_IDR_374_494",0.525334925515464
"Q9UHR5_IDR_1_106",0.458055897187241
"Q9UHR5_IDR_209_295",0.541944102812759
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.473034245276618
"Q9UI33_IDR_1754_1791",0.234603667738343
"Q9UI33_IDR_921_994",0.225279138283613
"Q9UI36_IDR_1_182",0.249748567980061
"Q9UI36_IDR_281_605",0.458165622058199
"Q9UI36_IDR_675_750",0.292085809961739
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.321240496067935
"Q9UI46_IDR_1_39",0.344881215132647
"Q9UI46_IDR_237_285",0.333878288799417
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.0882074160068332
"Q9UIF8_IDR_1403_1701",0.363456555784024
"Q9UIF8_IDR_1_739",0.135019754405582
"Q9UIF8_IDR_848_886",0.102637182785176
"Q9UIF8_IDR_957_1015",0.119699558042283
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.244680052176226
"Q9UIU6_IDR_197_237",0.20641803366679
"Q9UIU6_IDR_273_781",0.548901914156984
"Q9UIW0_IDR_1_107",0.570177018766856
"Q9UIW0_IDR_152_183",0.429822981233144
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.511876504789702
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.554100284496655
"Q9UJJ9_IDR_269_305",0.445899715503345
"Q9UJK0_IDR_1_53",0.525342347727639
"Q9UJK0_IDR_226_302",0.474657652272361
"Q9UJL9_IDR_128_275",0.553514774723892
"Q9UJL9_IDR_26_64",0.446485225276108
"Q9UJM3_IDR_1_173",0.372026567478856
"Q9UJM3_IDR_175_373",0.35486178372779
"Q9UJM3_IDR_416_462",0.273111648793354
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.771428669405197
"Q9UJQ4_IDR_1_101",0.228571330594803
"Q9UJT2_IDR_1_366",0.275113028503475
"Q9UJT2_IDR_368_491",0.337919116141446
"Q9UJT2_IDR_518_592",0.386967855355079
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.466224739583076
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.362481698342726
"Q9UKD1_IDR_315_423",0.309868376382869
"Q9UKD1_IDR_43_85",0.327649925274405
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.551790739390281
"Q9UKF5_IDR_699_820",0.448209260609719
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.513201861270972
"Q9UKG1_IDR_464_496",0.486798138729028
"Q9UKP3_IDR_307_347",0.559544103584253
"Q9UKP3_IDR_65_113",0.440455896415747
"Q9UKP4_IDR_1270_1320",0.238319816191841
"Q9UKP4_IDR_1_38",0.258995324766653
"Q9UKP4_IDR_188_237",0.197320697207108
"Q9UKP4_IDR_999_1261",0.305364161834398
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.491659463415332
"Q9UKP6_IDR_331_389",0.508340536584668
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.291516517517925
"Q9UL17_IDR_317_520",0.708483482482075
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.39671985286371
"Q9UL36_IDR_764_808",0.325237546108841
"Q9UL36_IDR_814_916",0.278042601027449
"Q9ULD2_IDR_1237_1270",0.183029398242757
"Q9ULD4_IDR_392_470",0.369964263151543
"Q9ULD4_IDR_68_110",0.327672492188406
"Q9ULD4_IDR_757_1062",0.302363244660051
"Q9ULD5_IDR_1_194",0.508596986039056
"Q9ULD5_IDR_336_544",0.491403013960944
"Q9ULD6_IDR_1_50",0.372692595178106
"Q9ULD6_IDR_665_774",0.335881824913575
"Q9ULD6_IDR_75_150",0.291425579908318
"Q9ULD8_IDR_135_194",0.450856563739352
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.202444991670245
"Q9ULI4_IDR_1_334",0.280238031325595
"Q9ULI4_IDR_724_790",0.29507929285563
"Q9ULI4_IDR_795_1018",0.22223768414853
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.489336273404127
"Q9ULJ3_IDR_866_907",0.330730557309127
"Q9ULJ3_IDR_947_1012",0.179933169286746
"Q9ULL1_IDR_1286_1346",0.169403900216671
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.377116684916234
"Q9ULM0_IDR_137_571",0.317931946309297
"Q9ULM0_IDR_28_93",0.30495136877447
"Q9ULM3_IDR_117_199",0.290053884825877
"Q9ULM3_IDR_335_1139",0.709946115174123
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.418242485188796
"Q9ULQ0_IDR_301_432",0.581757514811204
"Q9ULQ1_IDR_1_66",0.504042200014175
"Q9ULQ1_IDR_783_816",0.495957799985825
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.285795482193811
"Q9ULR3_IDR_1_35",0.307106992282938
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.425043037249717
"Q9ULV5_IDR_197_492",0.574956962750283
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.456739030817956
"Q9ULW2_IDR_540_581",0.543260969182044
"Q9ULW3_IDR_1_41",0.48514104459835
"Q9ULW3_IDR_191_245",0.51485895540165
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.511887945284458
"Q9ULW6_IDR_1_94",0.488112054715542
"Q9ULX3_IDR_104_204",0.463023935722425
"Q9ULX3_IDR_376_412",0.536976064277575
"Q9ULX5_IDR_17_50",0.560089540903865
"Q9ULX5_IDR_97_129",0.439910459096135
"Q9ULX6_IDR_1_383",0.321922514275385
"Q9ULX6_IDR_427_476",0.357615869224911
"Q9ULX6_IDR_545_646",0.320461616499704
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.305188453725531
"Q9UMD9_IDR_374_463",0.492880389977326
"Q9UMD9_IDR_471_1497",0.201931156297143
"Q9UMN6_IDR_1_1166",0.548876376678144
"Q9UMN6_IDR_1810_2409",0.451123623321856
"Q9UMQ3_IDR_1_181",0.701678586922786
"Q9UMQ3_IDR_183_279",0.298321413077214
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.599609169214494
"Q9UNA0_IDR_200_255",0.400390830785506
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.389534504087762
"Q9UNA4_IDR_442_700",0.610465495912238
"Q9UNE0_IDR_1_70",0.615478193395872
"Q9UNE0_IDR_91_333",0.384521806604128
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.330816455217094
"Q9UP95_IDR_941_1017",0.26164645377589
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.523572021826002
"Q9UPC5_IDR_346_381",0.476427978173998
"Q9UPE1_IDR_1_57",0.610833610235415
"Q9UPE1_IDR_240_401",0.389166389764585
"Q9UPG8_IDR_1_67",0.153170203341019
"Q9UPG8_IDR_225_496",0.846829796658981
"Q9UPI3_IDR_1_74",0.54964843232831
"Q9UPR6_IDR_12_446",0.533997486417303
"Q9UPR6_IDR_542_588",0.26298333301961
"Q9UPR6_IDR_904_939",0.203019180563087
"Q9UPS6_IDR_1767_1805",0.265537771508272
"Q9UPS6_IDR_199_742",0.567573260040035
"Q9UPS6_IDR_904_1667",0.166888968451693
"Q9UPS8_IDR_1_35",0.359788634621633
"Q9UPS8_IDR_201_707",0.328909059282442
"Q9UPS8_IDR_835_917",0.311302306095925
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.362674318196908
"Q9UPW5_IDR_1149_1226",0.544162360550892
"Q9UPW5_IDR_349_617",0.455837639449109
"Q9UPW6_IDR_1_55",0.135344791911211
"Q9UPW6_IDR_187_223",0.119847945601087
"Q9UPW6_IDR_231_537",0.400789664360106
"Q9UPW6_IDR_550_618",0.20688125705582
"Q9UPW6_IDR_666_733",0.137136341071776
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.313765906611462
"Q9UQ16_IDR_598_651",0.336275372767614
"Q9UQ16_IDR_749_869",0.349958720620924
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.524363376826981
"Q9UQB3_IDR_1_543",0.545983265188532
"Q9UQ90_IDR_765_795",0.475636623173019
"Q9UQB3_IDR_1040_1155",0.237379720587615
"Q9UQB3_IDR_784_827",0.216637014223853
"Q9UQB8_IDR_128_196",0.167979580706972
"Q9UQB8_IDR_249_395",0.184027175660376
"Q9UQB8_IDR_433_517",0.446277228783332
"Q9UQB8_IDR_522_552",0.201716014849321
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.243344159006345
"Q9Y210_IDR_792_850",0.465003976721467
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.183998795712365
"Q9Y222_IDR_414_491",0.189830168479154
"Q9Y222_IDR_515_571",0.201942110208348
"Q9Y222_IDR_575_690",0.229786791699293
"Q9Y222_IDR_710_760",0.194442133900839
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.327400913235123
"Q9Y228_IDR_203_233",0.270759530734159
"Q9Y228_IDR_331_551",0.401839556030718
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.360486853798512
"Q9Y232_IDR_1_57",0.365066860686747
"Q9Y232_IDR_298_336",0.274446285514741
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.332761008274459
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.502225502034222
"Q9Y2B5_IDR_87_149",0.497774497965778
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.127138196380741
"Q9Y2G1_IDR_843_1007",0.137356987059271
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.532766582748474
"Q9Y2G4_IDR_516_660",0.467233417251526
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.521566635129207
"Q9Y2G8_IDR_718_749",0.478433364870793
"Q9Y2G9_IDR_160_197",0.283895475326187
"Q9Y2G9_IDR_616_677",0.268514189731629
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.681041117470187
"Q9Y2J2_IDR_409_1087",0.318958882529813
"Q9Y2J4_IDR_1_431",0.691814389998465
"Q9Y2J4_IDR_468_770",0.308185610001535
"Q9Y2K2_IDR_1_57",0.238269496729356
"Q9Y2K1_IDR_114_344",0.52825330510262
"Q9Y2K1_IDR_348_413",0.47174669489738
"Q9Y2K2_IDR_319_349",0.212607580083763
"Q9Y2K2_IDR_389_1288",0.549122923186881
"Q9Y2Q0_IDR_1100_1130",0.475228373991495
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.421485355104749
"Q9Y2T7_IDR_1_85",0.578514644895252
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.434381552746425
"Q9Y3R0_IDR_1088_1128",0.142478833908104
"Q9Y3R0_IDR_933_993",0.15840844676066
"Q9Y3R5_IDR_1031_1215",0.263861841990405
"Q9Y3R5_IDR_1849_1892",0.269427312374184
"Q9Y3R5_IDR_545_683",0.466710845635411
"Q9Y3S1_IDR_1316_2297",0.265621702445193
"Q9Y3S1_IDR_1_47",0.177258260777564
"Q9Y3S1_IDR_50_184",0.16801393398992
"Q9Y3S1_IDR_544_1314",0.389106102787323
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.454826396044199
"A0A0A6YYL3_IDR_325_492",0.545173603955801
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.477922767629382
"A0A1B0GTZ2_IDR_225_276",0.522077232370618
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.527990008166542
"A0A1B0GVG6_IDR_91_124",0.472009991833458
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.465883675536814
"A0A1B0GVM6_IDR_56_89",0.534116324463186
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.237287768608762
"Q6ZMI3_IDR_137_297",0.521532257963039
"Q6ZMI3_IDR_58_107",0.478467742036961
"Q6ZMJ2_IDR_1_121",0.450419101453999
"Q6ZMJ2_IDR_291_384",0.549580898546001
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.402189443716087
"Q6ZMN7_IDR_490_1003",0.597810556283913
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.624836136195054
"Q6ZMP0_IDR_534_616",0.375163863804947
"Q6ZMQ8_IDR_1253_1297",0.193025268878296
"Q6ZMQ8_IDR_415_531",0.584273025034498
"Q6ZMQ8_IDR_536_1190",0.222701706087206
"Q6ZMS7_IDR_1_38",0.439286668063778
"Q6ZMS7_IDR_183_281",0.560713331936222
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.273773338225172
"Q6ZN04_IDR_382_514",0.344529399048164
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.439751748210375
"Q6ZN16_IDR_1_57",0.25791680114669
"Q6ZN16_IDR_911_1007",0.302331450642935
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.492136549155
"Q6ZN18_IDR_351_397",0.507863450845
"Q6ZNJ1_IDR_1298_1436",0.577134751631154
"Q6ZNJ1_IDR_1858_1915",0.422865248368846
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.532964116897257
"Q6ZNM6_IDR_55_116",0.467035883102743
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.349094523797545
"Q6ZP65_IDR_269_463",0.29956596505487
"Q6ZP65_IDR_508_573",0.351339511147585
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.152902474296678
"Q6ZRS2_IDR_2213_2316",0.170610842283249
"Q6ZRS2_IDR_2323_3230",0.10008021047193
"Q6ZRS2_IDR_953_1312",0.161576976410226
"Q6ZRS4_IDR_1_136",0.390869220873816
"Q6ZRS4_IDR_221_1044",0.609130779126184
"Q6ZRT6_IDR_147_265",0.590336908822454
"Q6ZRT6_IDR_1_53",0.409663091177546
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.259842994773745
"Q6ZSY5_IDR_207_237",0.25236867131574
"Q6ZSY5_IDR_290_528",0.251637683787019
"Q6ZSY5_IDR_63_102",0.236150650123496
"Q6ZSZ5_IDR_1104_1360",0.2868458887257
"Q6ZSZ5_IDR_1_402",0.228141618692026
"Q6ZSZ5_IDR_892_992",0.259757924029617
"Q6ZSZ5_IDR_997_1044",0.225254568552658
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.257790981261921
"Q6ZU64_IDR_1564_1597",0.333361453924946
"Q6ZU64_IDR_1715_1829",0.294879068706364
"Q6ZU64_IDR_97_136",0.37175947736869
"Q6ZU65_IDR_19_123",0.228366315482956
"Q6ZU65_IDR_249_443",0.162984603802696
"Q6ZU65_IDR_570_600",0.218508310403649
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.3901407703107
"Q6ZU69_IDR_308_372",0.275514527421943
"Q6ZU69_IDR_32_294",0.324041551408607
"Q6ZUJ8_IDR_634_805",0.216008212872201
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.328278936119363
"Q6ZUM4_IDR_446_494",0.255350198776876
"Q6ZUM4_IDR_617_665",0.20320438145762
"Q6ZUM4_IDR_70_259",0.21316648364614
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.433131703302573
"Q6ZUT1_IDR_33_96",0.566868296697427
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.199500020434716
"Q6ZUT9_IDR_140_177",0.202878904674779
"Q6ZUT9_IDR_410_442",0.203143986856373
"Q6ZUT9_IDR_602_728",0.200622337551714
"Q6ZUT9_IDR_811_850",0.193854750482418
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.347045880317206
"Q6ZV29_IDR_1_95",0.346135684259419
"Q6ZV29_IDR_303_448",0.306818435423375
"Q6ZVM7_IDR_466_507",0.266399497351105
"Q6ZVT0_IDR_1_153",0.546696286815587
"Q6ZVT0_IDR_570_673",0.453303713184413
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.235732276136169
"A0AVK6_IDR_212_263",0.210986409622585
"A0AVK6_IDR_351_867",0.321337216883823
"A0AVK6_IDR_69_110",0.231944097357423
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.438074579513481
"A0FGR9_IDR_589_736",0.561925420486519
"A1L443_IDR_407_756",0.344887058247933
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.410511178770141
"A1L4H1_IDR_951_1468",0.589488821229859
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.531091672949794
"A1X283_IDR_428_849",0.468908327050206
"A2RUB6_IDR_914_948",0.460674329825722
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.660199862367772
"A3KN83_IDR_682_840",0.339800137632228
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.374637431985518
"A4D263_IDR_211_245",0.291565747683301
"A4D263_IDR_379_415",0.333796820331181
